,certificate,genre,gross,id,imdb_rating,metascore,runtime,title,votes,year
4037,,['Romance'],,tt8327480,,,,Sex and Love,,['2018']
4038,,"['Action', 'Drama']",,tt6281426,,,90 min,Life's Mapped Out,,['2018']
4039,,"['Comedy', 'Drama']",,tt7246942,7.4,,124 min,Hâdo koa,5.0,['2018']
4040,,['Thriller'],,tt3756780,4.0,,90 min,Cold Pressed,40.0,['2018']
4041,,"['Action', 'Drama', 'Sci-Fi']",,tt5809726,4.4,,70 min,Project E.1337: ALPHA,44.0,['2018']
4042,,"['Family', 'Mystery']",,tt7496972,5.5,,82 min,Operasjon Mørkemann,31.0,['2018']
4043,,['Horror'],,tt6389802,3.9,,142 min,Mohini,171.0,['2018']
4044,,"['Action', 'Drama']",,tt7938444,5.2,,155 min,Sandakozhi 2,532.0,['2018']
4045,,['Animation'],,tt7148486,5.5,,,Masa ile Koca Ayi 2,504.0,['2018']
4046,,"['Comedy', 'Crime', 'Drama']",,tt8841392,7.4,,100 min,Keyboard Warriors,22.0,['2018']
4047,,['Adventure'],,tt3692634,4.3,,,White Glove Massive,17.0,['2018']
4048,,['Drama'],,tt8232016,6.1,,111 min,Taberu Onna,13.0,['2018']
4049,,['Drama'],,tt9081472,9.0,,144 min,Aickarakkonathe Bhishaguaranmaar,217.0,['2018']
4050,,['Drama'],,tt5864088,,,,Someday,,['2018']
4051,,"['Adventure', 'Family']",,tt8176558,3.5,,82 min,Baba Yega: The Movie,49.0,['2018']
4052,,"['Comedy', 'Horror']",,tt8452036,5.5,,84 min,Demons,32.0,['2018']
4053,,['Drama'],,tt7087016,3.5,,,Regarding the Case of Joan of Arc,10.0,['2018']
4054,,['Drama'],,tt7648726,,,,La voix humaine,,['2018']
4055,,['Thriller'],,tt9178986,5.2,,94 min,Wrong Night Stand,10.0,['2018']
4056,,['Comedy'],37727.0,tt8549902,4.4,,103 min,Oolong Courtyard: KungFu School,57.0,['2018']
4057,,['Comedy'],,tt7821324,,,,Love in the Time of Irony,,['2018']
4058,,['Horror'],,tt7050896,,,,Float Trip,,['2018']
4059,,['Drama'],,tt5643572,,,79 min,Bella's Story,,['2018']
4060,,"['Drama', 'Thriller']",,tt3674018,6.5,,101 min,Cuando dejes de quererme,156.0,['2018']
4061,,['Horror'],,tt8025310,7.7,,107 min,The Odds,25.0,['2018']
4062,,['Drama'],,tt6137470,,,80 min,When It Rains...,,['2018']
4063,,['Comedy'],,tt8413714,4.7,,87 min,L'école est finie,86.0,['2018']
4064,,['Drama'],,tt3554938,,,,Power of the Air,,['2018']
4065,,['Drama'],,tt9627240,,,97 min,Imago,,['2018']
4066,,"['Action', 'Comedy']",,tt9079952,7.2,,82 min,Post Apocalyptic Commando Shark,15.0,['2018']
4067,,['Drama'],,tt6689006,7.5,,92 min,Vermilion,8.0,['2018']
4068,,['Comedy'],,tt4789670,5.8,,95 min,Gumshoe!,20.0,['2018']
4069,,"['Action', 'Comedy', 'Horror']",,tt7059682,4.0,,146 min,Grindsploitation 4: Meltsploitation,113.0,['2018']
4070,,"['Comedy', 'Sci-Fi']",,tt6822514,7.0,,,El viaje extraordinario de Celeste García,41.0,['2018']
4071,,['Horror'],,tt8938526,8.5,,50 min,American Antichrist,27.0,['2018']
4072,,"['Drama', 'Romance', 'War']",,tt8677112,,,112 min,Susan,,['2018']
4073,,['Drama'],,tt7856424,7.1,,94 min,Il bene mio,46.0,['2018']
4074,,"['Drama', 'Horror', 'Thriller']",,tt2577636,6.9,,81 min,Chatter,15.0,['2018']
4075,,"['Action', 'Drama', 'Musical']",,tt8143896,6.8,,142 min,Turning Point,18.0,['2018']
4076,,['Action'],,tt7758954,,,,Lockdown,,['2018']
4077,,['Comedy'],,tt7891670,6.2,,,El Gran Leon,50.0,['2018']
4078,,['Drama'],,tt9078412,6.1,,95 min,Dad's Suit,7.0,['2018']
4079,,['Animation'],,tt8296892,8.5,,94 min,Bhai Taru Singh,38.0,['2018']
4080,,['Drama'],,tt9083724,2.4,,96 min,Love and Four Walls,23.0,['2018']
4081,,"['Comedy', 'Drama', 'Family']",,tt7119170,5.9,,96 min,Wendy 2 - Freundschaft für immer,28.0,['2018']
4082,,['Family'],,tt8948308,8.6,,,Shubh Lagna Savdhan,8.0,['2018']
4083,,['Drama'],,tt8572010,,,,Kan Parasi,,['2018']
4084,,"['Action', 'Adventure', 'Comedy']",,tt9061142,,,63 min,Treasure Union: Mystery Note,,['2018']
4085,,['Romance'],,tt7619554,8.9,,110 min,Ang babaeng allergic sa wifi,31.0,['2018']
4086,,"['Comedy', 'Drama', 'Musical']",,tt7648704,5.2,,,Revolution X: The Movie,120.0,['2018']
4087,,['Romance'],,tt7817448,6.0,,130 min,Total Dadagiri,92.0,['2018']
4088,,"['Action', 'Comedy', 'Drama']",,tt7856166,5.3,,147 min,Sailaja Reddy Alludu,411.0,['2018']
4089,,"['Comedy', 'Fantasy', 'Music']",,tt8228588,6.7,,92 min,Yu zhou you ai lang man tong you,23.0,['2018']
4090,,['Drama'],,tt4389006,7.7,,96 min,Fiore gemello,34.0,['2018']
4091,,['Drama'],,tt3565066,7.6,,93 min,Dance Baby Dance,92.0,['2018']
4092,,['Drama'],,tt6910380,7.4,,82 min,My Name Is Myeisha,36.0,['2018']
4093,,['Comedy'],,tt5065290,7.3,,112 min,Ronny & Klaid,35.0,['2018']
4094,,"['Action', 'Adventure']",,tt8558978,,,132 min,Pentru Romania,,['2018']
4095,,['Drama'],,tt7935980,7.0,,120 min,Ningyo no nemuru ie,30.0,['2018']
4096,,['Drama'],,tt9020894,3.2,,86 min,Temporary Difficulties,330.0,['2018']
4097,,['Horror'],,tt8870208,5.5,,,Contra el Demonio,31.0,['2018']
4098,Not Rated,['Comedy'],,tt8370458,,,122 min,Falooda,,['2018']
4099,,"['Action', 'Drama']",,tt4173184,,,,Dead on Time,,['2018']
4100,,"['Crime', 'Horror', 'Mystery']",,tt5230380,7.2,,112 min,O Segredo de Davi,273.0,['2018']
4101,,"['Comedy', 'Drama', 'Romance']",,tt6751106,5.9,,85 min,Plan B,169.0,['2018']
4102,,"['Adventure', 'Comedy', 'Family']",,tt7125510,7.6,,94 min,Matti & Sami und die drei größten Fehler des Universums,18.0,['2018']
4103,,"['Animation', 'Action', 'Sci-Fi']",,tt9844256,7.0,,120 min,Code Geass: Lelouch of the Rebellion Episode III,10.0,['2018']
4104,,['Comedy'],,tt6950582,8.3,,,The Elephone Man,23.0,['2018']
4105,,"['Drama', 'Romance']",,tt5893100,,,68 min,The Escort,,['2018']
4106,,['Drama'],,tt3960820,7.1,,111 min,Land,62.0,['2018']
4107,Not Rated,"['Horror', 'Mystery', 'Thriller']",,tt0933876,4.6,,95 min,June 9,314.0,['2018']
4108,,['Thriller'],,tt8016004,5.6,,82 min,Zombie Beauty Pageant: Drop Dead Gorgeous,7.0,['2018']
4109,,"['Action', 'Thriller']",,tt6109124,6.8,,158 min,Aadhi,1672.0,['2018']
4110,,"['Action', 'Drama', 'Thriller']",,tt7822440,5.1,,131 min,Kaali,217.0,['2018']
4111,,"['Action', 'Drama']",,tt7770192,5.7,,156 min,Krishnarjuna Yudham,704.0,['2018']
4112,,"['Comedy', 'Romance']",,tt9279666,,,100 min,Through Night and Day,,['2018']
4113,,"['Comedy', 'Drama']",,tt7834694,7.6,,95 min,Shabab Sheyab,143.0,['2018']
4114,,['Thriller'],,tt5546566,,,95 min,ThE F3aR,,['2018']
4115,Approved,['Drama'],,tt5184474,,,90 min,Anathema,,['2018']
4116,,['Drama'],,tt8308330,6.6,,100 min,Ulaskawienie,27.0,['2018']
4117,,['Drama'],,tt8386182,7.3,,,National Theatre Live: Macbeth,54.0,['2018']
4118,R,['Crime'],,tt5907978,6.7,,78 min,The Good Die Young,9.0,['2018']
4119,,['Drama'],,tt8665708,9.0,,122 min,Thanaha,9.0,['2018']
4120,,['Drama'],,tt9024126,7.3,,101 min,Clean Up,7.0,['2018']
4121,,['Comedy'],,tt5318156,5.2,,73 min,Angels on Tap,6.0,['2018']
4122,,"['Drama', 'Horror', 'Mystery']",,tt7445552,3.0,,78 min,Armenian Haunting,85.0,['2018']
4123,,['History'],,tt7473032,5.6,,120 min,No. 1 Chung Ying Street,91.0,['2018']
4124,,['Thriller'],,tt7765918,,,110 min,Life Is Lovely,,['2018']
4125,,['Action'],,tt8032932,,,90 min,Song of the Assassins,,['2018']
4126,,['Comedy'],,tt8665770,,,,Kasu mela kasu,,['2018']
4127,,"['Mystery', 'Sci-Fi', 'Thriller']",,tt4888982,8.3,,94 min,The Control,9.0,['2018']
4128,,"['Comedy', 'Romance']",,tt7527512,7.3,,78 min,aKasha,23.0,['2018']
4129,,"['Comedy', 'Drama']",,tt8081638,7.6,,118 min,Thang Nam Ruc Ro,224.0,['2018']
4130,,['Comedy'],,tt8234866,6.2,,,Vechnaya zhizn Aleksandra Khristoforova,75.0,['2018']
4131,,['Drama'],,tt5026652,8.2,,98 min,Catharsys or The Afina Tales of the Lost World,13.0,['2018']
4132,,"['Animation', 'Horror']",,tt6959004,,,,Mad God: Part 3,,['2018']
4133,,"['Action', 'Adventure', 'Fantasy']",,tt3118968,6.1,,85 min,The Last One,15.0,['2018']
4134,,['Drama'],,tt5737166,9.2,,65 min,Upstate Story,52.0,['2018']
4135,,"['Biography', 'Drama', 'History']",,tt7800040,8.6,,148 min,Bimba Devi Alias Yashodhara,146.0,['2018']
4136,,['Thriller'],,tt5887624,8.0,,,Hangman,13.0,['2018']
4137,,"['Comedy', 'Drama']",,tt7853260,5.4,,134 min,Silukkuvarupatti Singam,253.0,['2018']
4138,,['Comedy'],,tt7881954,6.5,,70 min,Grazinti Nepriklausomybe,459.0,['2018']
4139,,['Thriller'],,tt6236738,5.0,,77 min,Last Supper,23.0,['2018']
4140,,['Horror'],,tt5254728,7.1,,81 min,Ugly Sweater Party,34.0,['2018']
4141,,"['Crime', 'Thriller']",,tt8366766,5.4,,114 min,Mu hou wan jia,205.0,['2018']
4142,,"['Horror', 'Mystery']",,tt6751468,5.5,,79 min,Caged,20.0,['2018']
4143,,['Horror'],,tt9147564,,,,Kan-yû,,['2018']
4144,,['Horror'],,tt9004572,,,90 min,Another Apocalyptic Zombie Movie,,['2018']
4145,,['Family'],,tt7464084,6.0,,90 min,Rosie & Moussa,27.0,['2018']
4146,,"['Action', 'Crime', 'Drama']",,tt6830716,,,,Expo,,['2018']
4147,,['Horror'],,tt8179740,,,,Requiem,,['2018']
4148,,"['Drama', 'Sci-Fi', 'Thriller']",,tt3729034,5.6,,79 min,Time Will Tell,62.0,['2018']
4149,,"['Comedy', 'Drama', 'Music']",,tt7762772,6.2,,96 min,Da yue shi. Wei ai pei yue,106.0,['2018']
4150,,['Drama'],,tt7775886,6.1,,80 min,Rückenwind von vorn,128.0,['2018']
4151,,['Thriller'],,tt5396646,,,90 min,The Martyr Maker,,['2018']
4152,,['Comedy'],,tt8231242,7.9,,57 min,Monday,36.0,['2018']
4153,,['Thriller'],,tt8464364,,,81 min,Evening Installation,,['2018']
4154,,"['Comedy', 'Drama', 'Romance']",,tt8912884,5.6,,90 min,Verliebt in Masuren,12.0,['2018']
4155,,['Horror'],,tt9178078,9.6,,82 min,Ghoulish,5.0,['2018']
4156,,['Comedy'],,tt9395844,,,,Born to Be Wild: The Graduation Trip,,['2018']
4157,,"['Action', 'Comedy', 'Horror']",,tt3064338,7.6,,83 min,Mutant Blast,22.0,['2018']
4158,,['Drama'],,tt5884434,,,80 min,Desert Shores,,['2018']
4159,,['Drama'],,tt6922748,,,90 min,The Second Sun,,['2018']
4160,,['Drama'],,tt7740522,,,126 min,The Mechanical Boy,,['2018']
4161,,['Fantasy'],,tt5367690,,,,The Last in Line,,['2018']
4162,,"['Drama', 'History']",,tt8901958,8.2,,,Rubirosa 3,5.0,['2018']
4163,,['Fantasy'],,tt7582108,,,70 min,Rutabaga,,['2018']
4164,,['Horror'],,tt8245498,2.0,,77 min,Bloody Nun,31.0,['2018']
4165,,"['Action', 'Thriller']",,tt8599324,,,143 min,Police Junior,,['2018']
4166,,['Comedy'],,tt8014422,6.5,,52 min,Room 7,15.0,['2018']
4167,,"['Comedy', 'Horror']",,tt2505304,,,,Suicide for Beginners,,['2018']
4168,,['Horror'],,tt8833552,4.5,,72 min,Blood Clots,60.0,['2018']
4169,,"['Drama', 'Romance', 'Thriller']",,tt8171022,5.5,,122 min,Ishq Tera,8.0,['2018']
4170,,['Thriller'],,tt5596336,8.3,,100 min,Dual Mania,6.0,['2018']
4171,,['Action'],,tt8774416,,,120 min,Bebhaan,,['2018']
4172,,"['Action', 'Adventure', 'History']",,tt6908712,6.3,,92 min,Legends of Carpathians,29.0,['2018']
4173,,['Drama'],,tt8943042,7.2,,105 min,Beautiful Days,12.0,['2018']
4174,,['Music'],,tt9470272,,,,Tales from Tin Pan Alley,,['2018']
4175,,"['Crime', 'Mystery', 'Thriller']",,tt7601308,7.0,,139 min,Ira,617.0,['2018']
4176,,"['Comedy', 'Romance']",,tt8610996,5.2,,88 min,First Kiss,18.0,['2018']
4177,,"['Comedy', 'Drama', 'Musical']",,tt7010858,7.0,,121 min,Ladoo,6.0,['2018']
4178,,['Comedy'],,tt8898442,4.9,,,El Kwaissen,180.0,['2018']
4179,,['Drama'],,tt8571242,5.1,,97 min,Bao Bao,7.0,['2018']
4180,,"['Action', 'Adventure', 'Drama']",,tt7370170,,,93 min,Ride Hard: Live Free,,['2018']
4181,,['Drama'],,tt7116182,6.0,,,Electric Girl,6.0,['2018']
4182,,['Drama'],,tt8262666,9.1,,90 min,The Piano Man,8.0,['2018']
4183,,['Comedy'],,tt7634654,3.5,,90 min,Los Angeles/Tehran,62.0,['2018']
4184,,['Comedy'],,tt8713000,,,,The Comeback,,['2018']
4185,,"['Crime', 'Drama', 'Thriller']",,tt6813892,5.3,,138 min,Aku to Kamen no Rule,32.0,['2018']
4186,,['Comedy'],,tt3419036,6.4,,,El viaje de Keta,5.0,['2018']
4187,,"['Adventure', 'Comedy']",,tt8633834,,,60 min,The Bucket List,,['2018']
4188,TV-G,['Animation'],,tt7575534,2.7,,90 min,ImaginationLand,9.0,['2018']
4189,,['Music'],,tt9203030,7.3,,91 min,Loudon Wainwright III: Surviving Twin,47.0,['2018']
4190,,"['Action', 'Drama', 'History']",,tt7679190,6.8,,113 min,Daraa,145.0,['2018']
4191,,['Drama'],,tt4287236,8.8,,,The Trigger,5.0,['2018']
4192,,['Comedy'],,tt7517232,4.3,,100 min,J'ai perdu Albert,38.0,['2018']
4193,,['Comedy'],,tt5878590,4.7,,98 min,Ni Tú Ni Yo,52.0,['2018']
4194,,['Drama'],,tt9194978,,,120 min,Reunion,,['2018']
4195,,"['Action', 'Adventure', 'Drama']",,tt2924488,3.9,,107 min,Hidden Peaks,56.0,['2018']
4196,,['Drama'],,tt7563696,,,80 min,Wheels,,['2018']
4197,,['Comedy'],,tt8822390,3.1,,95 min,Çift'lik Bank: Tosun Firarda,53.0,['2018']
4198,,['Sci-Fi'],,tt7108744,,,96 min,Soundwave,,['2018']
4199,R,['Drama'],20000.0,tt8080534,6.5,,67 min,District,24.0,['2018']
4200,,"['Adventure', 'Comedy', 'Fantasy']",,tt5497852,5.7,,96 min,El año de la plaga,66.0,['2018']
4201,,['Drama'],,tt9602716,,,110 min,Fatally Flawless,,['2018']
4202,,"['Comedy', 'Horror', 'Sci-Fi']",,tt5891150,2.9,,72 min,Soft Matter,104.0,['2018']
4203,,['Drama'],,tt2719752,,,95 min,Elevate,,['2018']
4204,,['Comedy'],,tt7413472,5.8,,96 min,Happy Ending,54.0,['2018']
4205,,"['Horror', 'Thriller']",,tt8403396,6.1,,85 min,Tutsak,395.0,['2018']
4206,,"['Comedy', 'Musical', 'Western']",,tt6211472,,,,Shoot the Moon Right Between the Eyes,,['2018']
4207,,"['Action', 'Drama', 'Thriller']",,tt7192164,,,84 min,Coyotaje,,['2018']
4208,,"['Comedy', 'Romance']",,tt8657824,6.4,,97 min,Juliusz,226.0,['2018']
4209,,['Drama'],,tt4059908,,,90 min,Nightfall,,['2018']
4210,,['Crime'],,tt6967162,,,,A Murder of Innocence,,['2018']
4211,,"['Adventure', 'Crime', 'Drama']",,tt5687414,7.4,,113 min,La banda Grossi,156.0,['2018']
4212,,['Drama'],,tt9204072,,,92 min,Oda Sa Wala,,['2018']
4213,,['Drama'],,tt8566988,7.5,,98 min,"R - Raja, Ratu & Rahasia",30.0,['2018']
4214,,,,tt7853246,,,,Garuda,,['2018']
4215,,"['Drama', 'Family', 'Romance']",,tt3429692,,,,Lake of Fire,,['2018']
4216,,"['Action', 'Comedy', 'Romance']",,tt5220724,8.4,,,Paying Mr. McGetty,25.0,['2018']
4217,,['Drama'],,tt5900596,7.5,,90 min,Cría puercos,46.0,['2018']
4218,,['Drama'],,tt1703956,,,101 min,Guitar Man,,['2018']
4219,,['Comedy'],,tt9136292,3.2,,114 min,Luang Pee Jazz 5G,6.0,['2018']
4220,,"['Adventure', 'Comedy', 'Horror']",,tt7853250,,,,Kaatteri,,['2018']
4221,,['Drama'],,tt8012148,7.8,,120 min,Reise nach Jerusalem,20.0,['2018']
4222,,"['Comedy', 'Horror', 'Thriller']",,tt8514766,5.0,,80 min,Üç Harflilerin Musallat Oldugu Büyülü Konakta Ruh Çagiran Gençlerin Hazin Hikayesi,47.0,['2018']
4223,,['Drama'],,tt5262162,3.7,,90 min,Caminhos Magnétykos,26.0,['2018']
4224,,"['Horror', 'Thriller']",,tt6690236,2.3,,54 min,Single AF,70.0,['2018']
4225,,"['Adventure', 'Drama', 'Sci-Fi']",,tt2700194,3.1,,95 min,Prishelets,121.0,['2018']
4226,,['Drama'],,tt8769766,5.4,,77 min,La prima pietra,42.0,['2018']
4227,,"['Comedy', 'Drama']",,tt6107404,7.3,,75 min,Edging,9.0,['2018']
4228,,"['Comedy', 'Thriller']",,tt7737022,,,,Squirrel,,['2018']
4229,,"['Comedy', 'Crime']",,tt8069436,5.8,,98 min,Bob & Marys,108.0,['2018']
4230,R,"['Comedy', 'Drama', 'Horror']",,tt5176648,2.9,,88 min,Hens Night,269.0,['2018']
4231,,['Comedy'],,tt4921954,8.2,,,Bernadette,12.0,['2018']
4232,,['Comedy'],,tt8837044,5.0,,104 min,O Candidato Honesto 2,131.0,['2018']
4233,,['Drama'],,tt6210874,6.1,,101 min,Retrospekt,40.0,['2018']
4234,,['Family'],,tt7489754,7.4,,89 min,Gajin svet,24.0,['2018']
4235,,['Comedy'],,tt6204946,,,,The Odd Essay,,['2018']
4236,,['Drama'],,tt8427166,5.4,,121 min,Bidai Byomkesh,301.0,['2018']
4237,,"['Comedy', 'Drama']",,tt7557024,7.0,,122 min,Aravindante Athidhikal,724.0,['2018']
4238,,['Drama'],,tt8269378,6.7,,100 min,Laskovoe bezrazlichie mira,166.0,['2018']
4239,,"['Crime', 'Thriller']",,tt7131856,4.6,,83 min,Black Ghost,64.0,['2018']
4240,,"['Comedy', 'Drama']",,tt7968500,5.8,,136 min,Jarugandi,75.0,['2018']
4241,,['Comedy'],,tt6924682,3.9,,74 min,Softness of Bodies,46.0,['2018']
4242,,['Romance'],,tt6950594,5.3,,102 min,Pâfekuto wârudo,18.0,['2018']
4243,,['Drama'],,tt8761382,7.0,,88 min,Sam samcat,73.0,['2018']
4244,,"['Animation', 'Action']",,tt8108180,7.6,,101 min,Kamen Rider Amazons: The Last Judgement,32.0,['2018']
4245,,['Drama'],,tt9057154,6.1,,88 min,Oreina,30.0,['2018']
4246,,"['Comedy', 'Drama']",,tt6964520,6.4,,91 min,Todas as Razões para Esquecer,279.0,['2018']
4247,,"['Comedy', 'Romance']",,tt6867650,5.5,,90 min,Taal is zeg maar echt mijn ding,173.0,['2018']
4248,,['Horror'],,tt7140554,,,,Eyeless Jack,,['2018']
4249,,"['Comedy', 'Romance']",,tt7555552,4.4,,106 min,Kobieta sukcesu,125.0,['2018']
4250,,['Horror'],,tt9033134,3.1,,104 min,Arwah Tumbal Nyai the Trilogy: part Arwah,36.0,['2018']
4251,,"['Action', 'Comedy', 'Drama']",,tt6782146,6.8,,,Bimbo Bambino,5.0,['2018']
4252,,"['Adventure', 'Comedy', 'Drama']",,tt9068998,7.8,,290 min,La Flor: Tercera Parte,19.0,['2018']
4253,,['Drama'],,tt6424846,7.5,,82 min,Hotel Império,8.0,['2018']
4254,,['Thriller'],,tt6523656,,,101 min,This Weekend Will Change Your Life,,['2018']
4255,,"['Action', 'Adventure']",,tt7733440,,,,King Kong,,['2018']
4256,,"['Comedy', 'Family', 'Music']",,tt8696442,6.1,,115 min,Tudo por um Pop Star,67.0,['2018']
4257,,['Comedy'],,tt8826960,6.1,,91 min,Squirrels,12.0,['2018']
4258,,"['Drama', 'Fantasy']",,tt6752398,9.8,,,Two Girls,9.0,['2018']
4259,,"['Comedy', 'Drama', 'Musical']",,tt7575902,7.3,,107 min,Un Regalo Esencial,26.0,['2018']
4260,,['Drama'],,tt7600418,6.5,,84 min,Les routes en février,13.0,['2018']
4261,,['Drama'],,tt9343086,,,90 min,Memories of a Dead End,,['2018']
4262,,"['Action', 'Adventure', 'Biography']",,tt8509342,8.8,,,27 Guns,8.0,['2018']
4263,,"['Drama', 'Thriller']",,tt6198058,,,65 min,Into the Mirror,,['2018']
4264,,['Drama'],,tt8717974,4.4,,50 min,David Movie,24.0,['2018']
4265,,"['Drama', 'Horror']",,tt7857658,5.8,,113 min,Seya,8.0,['2018']
4266,,['Comedy'],,tt6868684,5.9,,91 min,Mannen van Mars,188.0,['2018']
4267,,['Thriller'],,tt5697722,2.2,,100 min,American Criminal,17.0,['2018']
4268,,"['Action', 'Adventure', 'Comedy']",,tt7625892,4.9,,80 min,Bruno Motoneta,8.0,['2018']
4269,,['Comedy'],,tt7730492,5.6,,90 min,Una festa esagerata,102.0,['2018']
4270,,"['Drama', 'Thriller']",,tt7618654,7.1,,,In i Dimman,11.0,['2018']
4271,,"['Adventure', 'Drama', 'Fantasy']",,tt7355676,6.8,,90 min,Ende Neu,22.0,['2018']
4272,,"['Action', 'Drama']",,tt0276568,,,97 min,To Chase a Million,,['2018']
4273,,"['Adventure', 'Family']",,tt8389528,4.3,,80 min,Dzien czekolady,7.0,['2018']
4274,,"['Horror', 'Thriller']",,tt4491146,4.8,,90 min,Necronomicón,44.0,['2018']
4275,,['Horror'],,tt8618712,3.0,,80 min,Scariest Night of Your Life,35.0,['2018']
4276,,['Drama'],,tt6835382,,,,Pool,,['2018']
4277,,['Thriller'],,tt7808216,6.1,,115 min,Nilachaley Kiriti,48.0,['2018']
4278,,['Drama'],,tt7753502,5.8,,109 min,Wonderful Copenhagen,14.0,['2018']
4279,Not Rated,['Horror'],,tt6467044,,,,Indestructible: Afterlife,,['2018']
4280,,['Comedy'],,tt6920074,,,67 min,Jobe'z World,,['2018']
4281,,"['Romance', 'Thriller']",,tt8326250,,,130 min,Sylvia,,['2018']
4282,,['Comedy'],,tt8591986,5.3,,90 min,Uma Quase Dupla em Ação Contra a Chatice,289.0,['2018']
4283,,['Music'],,tt8217244,8.9,,135 min,Distant Sky - Nick Cave & The Bad Seeds Live in Copenhagen,242.0,['2018']
4284,,['Drama'],,tt8042116,,,,House Owner,,['2018']
4285,,"['Comedy', 'Drama', 'Romance']",,tt7206942,7.9,,81 min,Maybe Shower,18.0,['2018']
4286,,"['Drama', 'Horror', 'Mystery']",,tt2328772,5.9,,,Apollyon,19.0,['2018']
4287,,['Drama'],,tt8710974,7.6,,108 min,Do kraja smrti,33.0,['2018']
4288,,"['Crime', 'Drama', 'Family']",,tt8421518,,,82 min,Frontera,,['2018']
4289,,['Comedy'],,tt8852654,6.6,,,Maal Road Dilli,7.0,['2018']
4290,,['Drama'],,tt5420406,3.9,,80 min,Grace and Gravity,30.0,['2018']
4291,Unrated,"['Comedy', 'Horror']",,tt7218574,4.0,,73 min,Necro-Mancing Dennis,16.0,['2018']
4292,,"['Mystery', 'Sci-Fi']",,tt7282370,7.1,,153 min,Who,144.0,['2018']
4293,,['Drama'],,tt5097570,,,73 min,"I, Matter",,['2018']
4294,,"['Family', 'Fantasy']",,tt5822132,5.6,,86 min,Supermarsu,58.0,['2018']
4295,,['Drama'],,tt6976454,,,,12 Days with God,,['2018']
4296,R,['Action'],3508777.0,tt7935892,7.9,,96 min,The Oscar Nominated Short Films 2018: Live Action,184.0,['2018']
4297,Not Rated,['Thriller'],,tt9200668,6.6,,73 min,House of Pain,9.0,['2018']
4298,,"['Comedy', 'Drama']",,tt6400726,8.2,,94 min,You People,14.0,['2018']
4299,,['Comedy'],,tt7882104,6.1,,103 min,Os Farofeiros,422.0,['2018']
4300,,"['Comedy', 'Crime', 'Drama']",,tt5068902,5.3,,85 min,Caprice,9.0,['2018']
4301,,"['Action', 'Comedy', 'Thriller']",,tt8665806,5.5,,129 min,Cuban Colony,40.0,['2018']
4302,,['Biography'],,tt9113970,6.6,,122 min,VMayakovsky,14.0,['2018']
4303,,"['Animation', 'Action', 'Sci-Fi']",,tt9266078,,,95 min,Eureka Seven Hi-Evolution 2,,['2018']
4304,Not Rated,['Musical'],,tt8185526,6.8,,120 min,Aami Ashbo Phirey,137.0,['2018']
4305,Not Rated,['Horror'],,tt9574846,,,100 min,Unspeakable Acts,,['2018']
4306,TV-MA,"['Crime', 'Thriller']",,tt8898054,8.2,,92 min,"Mr, Motta",6.0,['2018']
4307,,['Drama'],,tt7547800,7.4,,97 min,Når jeg faller,41.0,['2018']
4308,,['Drama'],,tt7853282,6.4,,135 min,Oru Kuppai Kathai,183.0,['2018']
4309,,"['Drama', 'Mystery']",,tt9297754,5.1,,90 min,Gorg Bazi,79.0,['2018']
4310,,"['Action', 'Crime', 'Drama']",,tt8231548,,,46 min,Without Fear,,['2018']
4311,,['Animation'],,tt7980094,7.5,,83 min,The Oscar Nominated Short Films 2018: Animation,149.0,['2018']
4312,,['Comedy'],,tt8762202,,,100 min,Republic of Food,,['2018']
4313,,['Drama'],,tt6538368,5.8,,126 min,Kita no sakuramori,22.0,['2018']
4314,,['Drama'],,tt6688832,6.9,,165 min,Miss Dalí,21.0,['2018']
4315,,"['Action', 'Crime']",,tt7683896,4.8,,96 min,The Blizzard,37.0,['2018']
4316,,['Horror'],,tt7335796,,,,Behind You,,['2018']
4317,,['Drama'],,tt6130920,7.8,,95 min,Wolfe,13.0,['2018']
4318,,"['Biography', 'Comedy', 'Romance']",,tt9615856,6.7,,81 min,Mamma + Mamma,6.0,['2018']
4319,,"['Drama', 'Thriller', 'Western']",,tt6833964,,,,Sonora,,['2018']
4320,,"['Comedy', 'Crime', 'Thriller']",,tt5038904,7.8,,90 min,Ask the Cheat,9.0,['2018']
4321,,['Drama'],,tt2060503,7.3,,93 min,"Granice, kise",33.0,['2018']
4322,,"['Comedy', 'Romance']",,tt6462482,,,82 min,Daddy Issues,,['2018']
4323,,"['Drama', 'Mystery', 'Thriller']",4867.0,tt7304194,6.7,61.0,60 min,Notes on an Appearance,45.0,['2018']
4324,,['Drama'],,tt7791496,6.6,,84 min,Yours Truly,13.0,['2018']
4325,,"['Action', 'Comedy', 'Drama']",,tt8009306,7.5,,135 min,Chalthe Chalthe,6.0,['2018']
4326,,['Romance'],,tt8386710,6.5,,95 min,When Sun Meets Moon,42.0,['2018']
4327,,"['Drama', 'Music']",,tt8149286,,,105 min,Akram Khan's Giselle,,['2018']
4328,,"['Action', 'Adventure', 'Fantasy']",,tt8503240,7.6,,168 min,The Seventh Page,11.0,['2018']
4329,,['Drama'],,tt7308310,,,,Fronteras,,['2018']
4330,,['Horror'],,tt6534422,,,86 min,A Brilliant Monster,,['2018']
4331,,['Horror'],,tt3200412,5.4,,90 min,Manos: The Rise of Torgo,28.0,['2018']
4332,,['Drama'],,tt2239876,6.6,,87 min,Le fils du désert,43.0,['2018']
