,certificate,genre,gross,id,imdb_rating,metascore,runtime,title,votes,year
2161,,"['Drama', 'Mystery', 'War']",,tt7106814,6.0,,83 min,Le collier rouge,178.0,['2018']
2162,,"['Comedy', 'Drama']",,tt7317256,5.0,,69 min,It is Not the Pornographer That is Perverse...,23.0,['2018']
2163,,"['Horror', 'Thriller']",,tt7500618,6.7,,90 min,Party Hard Die Young,410.0,['2018']
2164,,['Drama'],,tt9104906,5.3,,119 min,Bhairava Geetha,38.0,['2018']
2165,,['Drama'],,tt6385856,6.9,,146 min,Hey Jude,767.0,['2018']
2166,,"['Drama', 'Mystery']",,tt6463468,5.7,,60 min,Beast,13.0,['2018']
2167,,"['Comedy', 'Romance']",,tt9493038,5.9,,100 min,The Girl in the Orange Dress,28.0,['2018']
2168,,['Comedy'],,tt8402090,4.1,,100 min,Cumali Ceber 2,7899.0,['2018']
2169,,['Fantasy'],,tt6270596,4.3,,112 min,Chernovik,886.0,['2018']
2170,,"['Horror', 'Thriller']",,tt4729642,4.0,,84 min,Bloody Ballet,120.0,['2018']
2171,,"['Comedy', 'Drama', 'Romance']",,tt8284822,6.5,,120 min,Ghare & Baire,151.0,['2018']
2172,,"['Biography', 'History', 'War']",,tt7170698,6.6,,85 min,Soldado Milhões,332.0,['2018']
2173,,"['Comedy', 'Drama']",,tt9016296,5.9,,103 min,Les bonnes intentions,49.0,['2018']
2174,,['Drama'],,tt8539818,,,123 min,Kia and Cosmos,,['2018']
2175,,"['Drama', 'Family', 'Romance']",,tt8141238,,,45 min,Interrupted Marriage,,['2018']
2176,,['Horror'],,tt8893590,,,,The 3rd Eye,,['2018']
2177,Not Rated,"['Action', 'Adventure', 'Comedy']",105678.0,tt9409854,4.8,,105 min,Tian qi yu bao,51.0,['2018']
2178,,"['Biography', 'Drama']",,tt6689734,6.5,,155 min,Aami,396.0,['2018']
2179,,['Drama'],,tt7176472,6.4,,90 min,Vierges,78.0,['2018']
2180,,"['Drama', 'Thriller']",,tt5761612,4.0,,,Woman on the Edge,28.0,['2018']
2181,,['Drama'],,tt4026044,6.4,,120 min,Genezis,233.0,['2018']
2182,,"['Action', 'Comedy', 'Crime']",69431.0,tt7592758,6.0,,137 min,Parchi,364.0,['2018']
2183,,"['Action', 'Crime', 'Drama']",,tt5846644,5.1,,114 min,Ying xiong ben se 2018,352.0,['2018']
2184,,"['Adventure', 'Comedy']",,tt6465308,3.5,,89 min,Les aventures de Spirou et Fantasio,243.0,['2018']
2185,,"['Drama', 'Romance']",,tt8737108,7.1,,,7 Days,71.0,['2018']
2186,,['Romance'],,tt7838158,5.2,,125 min,Naa Nuvve,88.0,['2018']
2187,,['Drama'],,tt8845840,6.9,,124 min,Serdtse mira,294.0,['2018']
2188,,"['Comedy', 'Romance']",,tt7533422,5.6,,102 min,Tamara Vol. 2,96.0,['2018']
2189,,['Horror'],,tt7510220,4.3,,119 min,Iruttu Araiyil Murattu Kuthu,620.0,['2018']
2190,,['Drama'],,tt9408490,5.8,,90 min,Shoujikuang xiang,176.0,['2018']
2191,,['War'],,tt7996170,9.4,,60 min,The Burying Party,37.0,['2018']
2192,,['Thriller'],,tt8585610,7.6,,105 min,Cry No Fear,16.0,['2018']
2193,,"['Comedy', 'Drama']",,tt6887540,7.3,91.0,120 min,"A Bread Factory, Part Two",58.0,['2018']
2194,,['Romance'],,tt7959952,7.4,,162 min,Premasoothram,19.0,['2018']
2195,,['Comedy'],,tt6944060,7.6,,,Naam,25.0,['2018']
2196,,"['Drama', 'History', 'Romance']",5398.0,tt6536668,5.0,,83 min,Summer of '67,142.0,['2018']
2197,,['Drama'],,tt6461828,6.8,,93 min,Brakland,72.0,['2018']
2198,,['Drama'],,tt6381456,6.5,,93 min,Fig Tree,32.0,['2018']
2199,,"['Action', 'Fantasy', 'Sci-Fi']",,tt1329350,4.4,,103 min,Gathering of Heroes: Legend of the Seven Swords,49.0,['2018']
2200,G,"['Animation', 'Adventure', 'Comedy']",,tt6685596,5.6,,85 min,Maya the Bee: The Honey Games,518.0,['2018']
2201,,"['Horror', 'Thriller']",,tt3908826,5.4,,85 min,Deadly Crush,38.0,['2018']
2202,R,['Comedy'],5004.0,tt5685652,5.1,15.0,86 min,An L.A. Minute,28.0,['2018']
2203,,"['Adventure', 'Family']",,tt7408796,6.3,,95 min,LasseMajas detektivbyrå - Det första mysteriet,81.0,['2018']
2204,,"['Comedy', 'Drama', 'Musical']",,tt8866064,9.5,,120 min,10 Days Before the Wedding,337.0,['2018']
2205,,['Horror'],,tt6840904,7.4,,90 min,Monster,64.0,['2018']
2206,,['Comedy'],,tt7066382,4.5,,95 min,Les Tuche 3,697.0,['2018']
2207,,"['Comedy', 'Horror']",,tt6942194,5.3,,88 min,The Night Sitter,58.0,['2018']
2208,,"['Adventure', 'Comedy', 'Drama']",,tt4265500,8.3,,90 min,Between Waves,19.0,['2018']
2209,,"['Comedy', 'Drama', 'Mystery']",,tt6015410,7.4,,78 min,Blood Type,17.0,['2018']
2210,Not Rated,['Comedy'],,tt7260848,5.6,,119 min,Khajoor Pe Atke,158.0,['2018']
2211,,['Drama'],,tt6821870,7.6,,,Chihayafuru: Musubi,214.0,['2018']
2212,,['Drama'],,tt6083534,6.4,,78 min,Güvercin,214.0,['2018']
2213,,['Comedy'],,tt7526836,5.7,,114 min,FryDay,563.0,['2018']
2214,Not Rated,"['Family', 'Musical', 'Romance']",,tt7748494,6.3,,142 min,Mumbai Pune Mumbai 3,167.0,['2018']
2215,,"['Crime', 'Drama']",,tt7479902,8.5,,128 min,Gultoo,561.0,['2018']
2216,,['Romance'],,tt7286500,6.2,,,Marmalade Boy,109.0,['2018']
2217,,"['Comedy', 'Drama']",,tt5943466,8.1,,103 min,Farmer of the Year,10.0,['2018']
2218,,['Drama'],,tt8482074,8.6,,,Deniz ve Günes,377.0,['2018']
2219,,['Drama'],,tt6129904,6.4,,92 min,Midnight Runner,92.0,['2018']
2220,,['Action'],,tt8826936,6.3,,134 min,Mauli,116.0,['2018']
2221,,['Drama'],,tt6835498,7.1,,95 min,Crystal Swan,441.0,['2018']
2222,,['Comedy'],,tt9396050,7.6,,140 min,Hushaaru,221.0,['2018']
2223,,['Drama'],,tt5788706,4.5,,60 min,Frig,22.0,['2018']
2224,,['Drama'],,tt8665784,8.3,,,Rosogolla,88.0,['2018']
2225,,['Comedy'],,tt7763400,5.1,,,The Portuguese Kid,20.0,['2018']
2226,,['Comedy'],,tt9777830,7.4,,,John Leguizamo's Latin History for Morons,54.0,['2018']
2227,Not Rated,['Comedy'],,tt7512624,5.1,,149 min,Oru Nalla Naal Paarthu Soldren,405.0,['2018']
2228,,['Drama'],,tt7679884,8.0,,,Nude: Chitraa,63.0,['2018']
2229,,['Action'],,tt7906422,5.0,,,El Diesel,90.0,['2018']
2230,,"['Action', 'Adventure', 'Comedy']",,tt5001456,3.3,,90 min,Jurassic Predator,207.0,['2018']
2231,,['Adventure'],,tt6858500,7.6,,,Robin Hood,5.0,['2018']
2232,,['Drama'],,tt6238798,7.5,,108 min,Con el viento,173.0,['2018']
2233,,['Drama'],,tt7394636,6.4,,106 min,Unforgiven,514.0,['2018']
2234,,['Thriller'],,tt5646604,4.3,,90 min,Spiral,59.0,['2018']
2235,,['Drama'],,tt7441944,,,,Tennis Buddies,,['2018']
2236,,['Action'],,tt6977470,8.6,,,Mayday,7.0,['2018']
2237,R,['Drama'],,tt8332364,6.6,,90 min,Here and Now,13.0,['2018']
2238,,['Drama'],,tt8102046,5.9,,80 min,Lazzaro,7.0,['2018']
2239,,"['Drama', 'Romance']",,tt5291604,8.1,,141 min,Swapnajaal,791.0,['2018']
2240,,"['Crime', 'Drama', 'Thriller']",,tt3754662,3.3,,73 min,Recall,112.0,['2018']
2241,,"['Action', 'Crime', 'Drama']",,tt9174410,7.5,,121 min,Koodasha,220.0,['2018']
2242,,['Sci-Fi'],,tt8551054,4.2,,94 min,Forbidden Power,75.0,['2018']
2243,,['Horror'],,tt7698552,,,136 min,Redrum,,['2018']
2244,,['Drama'],,tt8672520,8.6,,,The Madness of George III,35.0,['2018']
2245,,"['Action', 'Comedy', 'Drama']",,tt6200656,7.2,,182 min,Kammara Sambhavam,675.0,['2018']
2246,,"['Drama', 'Fantasy']",,tt7579962,8.8,,94 min,I Wrote This For You,12.0,['2018']
2247,,['Musical'],,tt8083622,6.2,,121 min,The Toxic Avenger: The Musical,54.0,['2018']
2248,TV-MA,['Drama'],,tt3563342,4.8,,81 min,The Middle of X,114.0,['2018']
2249,,['Horror'],,tt7224520,5.5,68.0,90 min,Endzeit,70.0,['2018']
2250,,['Comedy'],,tt7489740,5.3,,105 min,"Neuilly sa mère, sa mère!",181.0,['2018']
2251,,['Horror'],,tt7398750,3.0,,84 min,Curse of the Scarecrow,114.0,['2018']
2252,,['Comedy'],,tt8061070,5.5,,99 min,Cici Babam,585.0,['2018']
2253,,"['Comedy', 'Drama']",,tt6394430,8.6,,105 min,Za ona dobra stara vremena,1606.0,['2018']
2254,,['Horror'],,tt9053906,4.6,,86 min,The Lingering,122.0,['2018']
2255,,"['Mystery', 'Thriller']",,tt7126776,5.1,,92 min,Stillwater,420.0,['2018']
2256,,"['Sci-Fi', 'Thriller']",,tt5221184,5.8,,90 min,Caller ID: Entity,124.0,['2018']
2257,,['Comedy'],,tt6273962,8.2,,,Accommodations,5.0,['2018']
2258,,['Drama'],,tt8917930,6.6,,92 min,This Teacher,19.0,['2018']
2259,,['Family'],,tt9070794,8.1,,,Holiday Spectacular,15.0,['2018']
2260,,['Drama'],,tt7831374,,,80 min,I Am Not for Sale: The Fight to End Human Trafficking,,['2018']
2261,,"['Drama', 'Mystery', 'Thriller']",,tt7233828,3.6,,92 min,The System,181.0,['2018']
2262,,['Drama'],,tt6034002,,,117 min,La noche de las dos lunas,,['2018']
2263,,['Comedy'],,tt7531990,4.8,,110 min,Görevimiz Tatil,808.0,['2018']
2264,,"['Action', 'Crime', 'Drama']",,tt3722052,4.5,,85 min,Dirty Dead Con Men,65.0,['2018']
2265,Not Rated,['Drama'],,tt8701132,6.9,,90 min,Christmas Manger,21.0,['2018']
2266,,"['Drama', 'Romance']",,tt8630054,6.0,,103 min,Bonhomme,81.0,['2018']
2267,,['Comedy'],,tt8852242,7.2,,135 min,Marriage Palace,40.0,['2018']
2268,,"['Action', 'Crime', 'Drama']",,tt6615894,6.7,,136 min,Ranam,849.0,['2018']
2269,,['Comedy'],,tt8832114,3.3,,103 min,Göktasi,330.0,['2018']
2270,,['Drama'],,tt7529650,6.4,,119 min,Shônen,167.0,['2018']
2271,,['Drama'],,tt4552546,7.3,,100 min,3 Storeys,275.0,['2018']
2272,,['Comedy'],,tt7138120,5.6,,,Itô kun A to E,95.0,['2018']
2273,,['Comedy'],,tt7343574,6.0,,96 min,Break,105.0,['2018']
2274,,['Comedy'],,tt9165852,,,85 min,Detective per Caso,,['2018']
2275,,"['Adventure', 'Comedy', 'Drama']",,tt7639502,,,,Relish,,['2018']
2276,,"['Crime', 'Thriller']",,tt7156720,6.5,,106 min,Cornbread Cosa Nostra,43.0,['2018']
2277,,['Drama'],,tt4594124,6.6,,97 min,Les,36.0,['2018']
2278,,['Drama'],,tt8917752,6.9,,99 min,Joy,98.0,['2018']
2279,,['Comedy'],,tt7655142,6.4,,100 min,St. Bernard Syndicate,188.0,['2018']
2280,,"['Drama', 'History']",,tt6121432,7.8,,75 min,Toba Tek Singh,57.0,['2018']
2281,,"['Comedy', 'Drama']",,tt8228700,5.8,,101 min,La fête des mères,78.0,['2018']
2282,,['Drama'],,tt6470522,5.6,,,Waterlily Jaguar,9.0,['2018']
2283,,"['Drama', 'Thriller']",,tt8116612,7.2,,92 min,Hattrick,70.0,['2018']
2284,,['Biography'],,tt8443592,6.8,,124 min,Jan Palach,149.0,['2018']
2285,,['Drama'],,tt6987858,6.7,,100 min,Sanitatum,16.0,['2018']
2286,,"['Fantasy', 'Horror', 'Thriller']",,tt8653824,6.8,,132 min,The Immortal,114.0,['2018']
2287,TV-14,['Thriller'],,tt8595630,5.2,,89 min,The Wrong Cruise,122.0,['2018']
2288,,['Animation'],,tt9496406,7.6,,,Feng Yu Zhou,27.0,['2018']
2289,R,"['Comedy', 'Crime', 'Drama']",,tt5005462,6.4,,104 min,The Actor,63.0,['2018']
2290,,"['Biography', 'Comedy', 'Music']",,tt8583378,6.7,,,Ana e Vitória,355.0,['2018']
2291,,['Drama'],,tt7254768,7.0,,97 min,Whatever Happens Next,30.0,['2018']
2292,,"['Crime', 'Thriller']",,tt6068554,3.1,,80 min,[Cargo],294.0,['2018']
2293,,"['Comedy', 'Romance']",,tt7262178,3.1,,131 min,Veerey Ki Wedding,277.0,['2018']
2294,,['Romance'],,tt8108212,7.3,,122 min,Rachayitha,37.0,['2018']
2295,Not Rated,['Drama'],,tt9389802,7.7,,118 min,Generation Aami,241.0,['2018']
2296,,['Comedy'],,tt6558114,4.8,,91 min,The BBQ,195.0,['2018']
2297,,['Drama'],,tt5337544,7.4,,83 min,Crazy Right,19.0,['2018']
2298,Not Rated,['Comedy'],,tt7517054,4.9,,90 min,Una Mujer Sin Filtro,319.0,['2018']
2299,,"['Drama', 'Sport']",,tt7632930,6.4,,138 min,Trener,893.0,['2018']
2300,,"['Comedy', 'Drama']",,tt8500038,6.8,,101 min,Bêtes blondes,26.0,['2018']
2301,,['Horror'],,tt8541440,6.3,,96 min,Buyer Beware,96.0,['2018']
2302,,"['Adventure', 'Comedy', 'Sci-Fi']",,tt7625712,4.1,,87 min,Pocketman and Cargoboy,93.0,['2018']
2303,,"['Drama', 'Music']",,tt6227566,7.1,,,DJ,72.0,['2018']
2304,,['Horror'],,tt6772946,3.8,,84 min,Deathday,441.0,['2018']
2305,,['Drama'],,tt7484128,8.4,,155 min,Damru,41.0,['2018']
2306,,"['Action', 'Drama', 'Family']",,tt4187366,7.5,,84 min,Vechtmeisje,42.0,['2018']
2307,,"['Action', 'Comedy']",,tt8223408,,,88 min,Defying Chase,,['2018']
2308,,"['Action', 'Comedy']",,tt8484590,4.6,,125 min,Teri Bhabhi Hai Pagle,93.0,['2018']
2309,,"['Comedy', 'Drama', 'Romance']",,tt7571992,7.3,,95 min,Nyitva,225.0,['2018']
2310,,['Drama'],,tt7299388,6.0,,107 min,Umi wo kakeru,45.0,['2018']
2311,,"['Comedy', 'Romance']",,tt5589362,7.8,,84 min,One Last Night,16.0,['2018']
2312,,"['Drama', 'Fantasy', 'Horror']",,tt8237340,2.8,,86 min,Krampus Origins,165.0,['2018']
2313,,['Adventure'],,tt5588938,7.8,,,Gold Dust,12.0,['2018']
2314,,"['Action', 'Fantasy']",,tt9378850,3.9,,,Wu lin guai shou,47.0,['2018']
2315,,"['Action', 'Comedy', 'Thriller']",,tt5231992,3.7,,80 min,Intensive Care,158.0,['2018']
2316,,"['Drama', 'Musical']",,tt7772386,,,,The Secret,,['2018']
2317,,"['Comedy', 'Romance']",,tt7205938,5.7,,101 min,Podatek od milosci,272.0,['2018']
2318,,"['Biography', 'Drama']",,tt7269374,8.2,,161 min,Chalakkudykkaran Changathy,529.0,['2018']
2319,,['Biography'],,tt8302986,7.1,,121 min,Motorcycle Girl,207.0,['2018']
2320,,"['Drama', 'Romance']",,tt9060390,5.6,,122 min,First Love,62.0,['2018']
2321,,"['Biography', 'Drama', 'Music']",,tt9062342,5.2,,122 min,"El Potro, lo mejor del amor",479.0,['2018']
2322,,['Comedy'],,tt7110510,4.3,,95 min,Les affamés,49.0,['2018']
2323,Not Rated,['Drama'],,tt4764490,5.1,,96 min,Landing Up,148.0,['2018']
2324,,['Comedy'],,tt7393746,6.0,,110 min,Nomitori zamurai,99.0,['2018']
2325,,['Drama'],,tt5152882,7.0,,,Golden Boy,7.0,['2018']
2326,,['Thriller'],,tt8318702,,,90 min,D-Railed,,['2018']
2327,,"['Comedy', 'Drama', 'Fantasy']",,tt9033494,7.5,,,3 Dara 2,11.0,['2018']
2328,,['Drama'],,tt7537960,6.4,,104 min,Weldi,135.0,['2018']
2329,,['Comedy'],,tt5619044,7.6,,135 min,Night Shift,10.0,['2018']
2330,,"['Comedy', 'Drama']",,tt7721550,6.3,,105 min,Lola et ses frères,92.0,['2018']
2331,,['Horror'],,tt3756806,5.6,,120 min,State of Desolation,5.0,['2018']
2332,,['Drama'],,tt7467324,6.7,,100 min,Ferrugem,327.0,['2018']
2333,,"['Animation', 'Adventure', 'Comedy']",,tt7375242,4.8,,60 min,Year 3000,10.0,['2018']
2334,,"['Drama', 'Mystery']",,tt6173418,7.0,,100 min,Unconditional,29.0,['2018']
2335,,['Drama'],,tt7955554,6.5,,115 min,Van Pao-te,181.0,['2018']
2336,,"['Drama', 'Fantasy', 'Mystery']",,tt6822148,,,75 min,Illir Andar,,['2018']
2337,Not Rated,"['Drama', 'Thriller']",,tt7867076,7.5,,138 min,Aapla Manus,314.0,['2018']
2338,,['Comedy'],,tt7672068,6.9,,95 min,"Papa, sdokhni",18.0,['2018']
2339,,['Action'],,tt8816130,5.4,,96 min,Reshenie o likvidatsii,108.0,['2018']
2340,,['Comedy'],,tt8782542,4.3,,90 min,Gürbüz: Hadi Allah'a Emanet,301.0,['2018']
2341,,['Drama'],,tt6622982,7.6,,118 min,Tabineko ripôto,85.0,['2018']
2342,,"['Drama', 'Thriller']",,tt2221755,5.0,,94 min,No te supe perder,8.0,['2018']
2343,,['Family'],,tt8879390,2.4,,,Team Albert,117.0,['2018']
2344,,"['Comedy', 'Crime']",104013.0,tt7108976,6.1,,120 min,Jo-seon-myeong-tamjeong: Heupyeolgoemaui bimil,256.0,['2018']
2345,,"['Crime', 'Drama']",,tt6319346,7.0,,93 min,Identity,49.0,['2018']
2346,,['Thriller'],,tt8084572,5.3,,,Stalked by My Patient,66.0,['2018']
2347,,['Comedy'],,tt8175968,5.3,,102 min,High Jack,227.0,['2018']
2348,,['Drama'],,tt7731512,6.4,,127 min,Code Blue the Movie,215.0,['2018']
2349,,"['Animation', 'Action', 'Adventure']",,tt7415466,6.0,,85 min,Thomas & Friends: Big World! Big Adventures! The Movie,117.0,['2018']
2350,,['Comedy'],,tt9060712,7.0,,104 min,The Lads,6.0,['2018']
2351,,"['Drama', 'Thriller']",,tt8346454,7.3,,90 min,Lifeboat,19.0,['2018']
2352,,['Action'],,tt9081774,6.6,,105 min,The Scoundrels,103.0,['2018']
2353,,"['Action', 'Comedy', 'Crime']",,tt5598578,7.2,,103 min,Baa Baaa Black Sheep,36.0,['2018']
2354,Not Rated,"['Drama', 'Romance']",,tt4269256,4.4,,77 min,Love Me Anyway,56.0,['2018']
2355,,['Drama'],,tt8658676,8.5,,140 min,The Maid in London,6.0,['2018']
2356,,['Drama'],,tt8894180,7.5,,106 min,Aruna & Lidahnya,249.0,['2018']
2357,TV-MA,"['Comedy', 'Drama']",,tt7689950,5.5,61.0,71 min,White Rabbit,114.0,['2018']
2358,,"['Drama', 'Romance']",,tt8996466,,,49 min,Landlocked,,['2018']
2359,,"['Comedy', 'Horror', 'Romance']",,tt7262846,,,,"Eat, Brains, Love",,['2018']
2360,,"['Mystery', 'Thriller']",,tt7080138,7.1,,119 min,Inori no maku ga oriru toki,414.0,['2018']
2361,,"['Comedy', 'Drama']",,tt8212614,6.0,,81 min,Roulez jeunesse,289.0,['2018']
2362,,['Thriller'],,tt3769038,3.1,,82 min,Body Keepers,118.0,['2018']
2363,,"['Action', 'Thriller']",,tt4933914,,,82 min,Dead Sound,,['2018']
2364,Not Rated,"['Action', 'Adventure', 'Drama']",,tt5993604,8.9,,,To Be a Soldier,21.0,['2018']
2365,,"['Animation', 'Adventure', 'Family']",,tt7412572,4.9,,75 min,Enchanted Princess,52.0,['2018']
2366,,['Action'],,tt7938336,8.2,,129 min,Tagaru,825.0,['2018']
2367,TV-PG,"['Comedy', 'Drama', 'Family']",,tt6841812,6.6,,107 min,Bennett's Song,356.0,['2018']
2368,,['Drama'],,tt5059690,,,90 min,iGilbert,,['2018']
2369,,['Drama'],,tt6907054,8.1,,90 min,Collisions,16.0,['2018']
2370,,"['Comedy', 'Family']",,tt7095392,7.9,,135 min,Achari America Yathra,440.0,['2018']
2371,,['Comedy'],,tt6562396,,,,Primitiva,,['2018']
2372,Not Rated,"['Drama', 'Mystery', 'Romance']",,tt7715988,7.3,,125 min,Cake,358.0,['2018']
2373,,"['Comedy', 'Drama', 'Romance']",,tt8545394,5.9,,,Missions of Love,37.0,['2018']
2374,,['Comedy'],,tt8665900,6.2,,102 min,Qalb Ummuh,86.0,['2018']
2375,,['Action'],,tt5610950,7.4,,76 min,Enter the Fire,111.0,['2018']
2376,,"['Crime', 'Drama']",,tt6603812,6.8,,85 min,One Two Jaga,368.0,['2018']
2377,,['Comedy'],,tt8206708,7.2,,149 min,Carry on Jatta 2,723.0,['2018']
2378,,['Horror'],,tt7304806,4.2,,61 min,Dis,104.0,['2018']
2379,,"['Comedy', 'Drama']",,tt7343732,6.4,,118 min,7 uczuc,442.0,['2018']
2380,,['Action'],,tt7155178,5.9,,104 min,Over Drive,121.0,['2018']
2381,PG,"['Animation', 'Adventure', 'Family']",,tt6241270,5.1,,90 min,Cinderella and the Secret Prince,112.0,['2018']
2382,Not Rated,['Horror'],,tt4202970,3.7,,90 min,Devil's Doors,430.0,['2018']
2383,,"['Action', 'Comedy']",,tt8503508,5.6,,97 min,Lailat Hana wa Suroor,271.0,['2018']
2384,,"['Drama', 'Romance', 'War']",,tt7915554,6.7,,95 min,"Bomb, yek asheghaneh",407.0,['2018']
2385,,"['Crime', 'Drama', 'Family']",,tt8043046,,,110 min,Persons of Interest,,['2018']
2386,,['Drama'],,tt5724978,7.8,,90 min,Winterlong,18.0,['2018']
2387,,"['Comedy', 'Drama']",,tt4080400,6.4,,90 min,"Fear, Love, and Agoraphobia",95.0,['2018']
2388,,['Comedy'],,tt9336816,5.4,,100 min,¡Asu Mare! 3,53.0,['2018']
2389,,"['Drama', 'History']",,tt7746590,5.3,,136 min,A Portuguesa,48.0,['2018']
2390,,['Drama'],,tt7582962,5.5,,150 min,Parole,594.0,['2018']
2391,,['Drama'],,tt7791048,4.3,,75 min,Innan vintern kommer,47.0,['2018']
2392,,['Thriller'],,tt6807324,6.9,,98 min,Doe,10.0,['2018']
2393,,"['Comedy', 'Horror', 'Mystery']",,tt8090628,8.3,,141 min,Kinavally,566.0,['2018']
2394,Not Rated,['Romance'],,tt6170202,7.5,,92 min,Couples' Night,866.0,['2018']
2395,,['Comedy'],,tt8748256,6.3,,116 min,Yol Arkadasim 2,689.0,['2018']
2396,,['Drama'],,tt6280368,7.7,,102 min,Võta või jäta,346.0,['2018']
2397,,"['Comedy', 'Drama', 'Family']",,tt9343826,9.9,,149 min,Ananthu V/S Nusrath,797.0,['2018']
2398,,"['Drama', 'War']",,tt6396074,6.9,,91 min,The Mercy of the Jungle,49.0,['2018']
2399,,"['Action', 'Adventure', 'Drama']",,tt7470414,6.3,,128 min,Neerali,1836.0,['2018']
2400,,"['Drama', 'Romance']",,tt5212488,5.0,,76 min,Transition,83.0,['2018']
2401,,['Drama'],,tt8747304,4.1,,118 min,Jiao qu de niao,101.0,['2018']
2402,,['Drama'],,tt6315438,7.9,,99 min,Seltsimees laps,617.0,['2018']
2403,TV-PG,"['Drama', 'Musical', 'Romance']",,tt9058902,6.3,,86 min,Jingle Belle,213.0,['2018']
2404,,['Drama'],,tt7111818,6.1,,108 min,Ozen,76.0,['2018']
2405,,['Horror'],,tt5232468,5.0,,77 min,Ouijageist,25.0,['2018']
2406,,['Drama'],,tt8634460,,,,Male Shorts International V1,,['2018']
2407,,"['Action', 'Crime', 'Drama']",,tt7878846,6.4,,108 min,O Doutrinador,465.0,['2018']
2408,,['Thriller'],,tt4682128,4.5,,,Redrum,17.0,['2018']
2409,,"['Adventure', 'Drama', 'Sci-Fi']",,tt3274690,9.0,,97 min,Nathan's Kingdom,46.0,['2018']
2410,,"['Drama', 'Fantasy', 'Romance']",,tt9089908,5.8,,73 min,Beautiful Vampire,47.0,['2018']
2411,,"['Crime', 'Drama', 'Thriller']",,tt9357404,4.5,,76 min,Dying Embers,39.0,['2018']
2412,,['Comedy'],,tt4317858,9.2,,95 min,Who's Jenna...?,29.0,['2018']
2413,,['Horror'],,tt5985720,9.4,,,Nenjam Marappathillai,19.0,['2018']
2414,,"['Comedy', 'Horror']",,tt6570372,7.5,,89 min,Gags,31.0,['2018']
2415,TV-14,"['Comedy', 'Drama', 'Romance']",,tt8805246,5.5,,90 min,The Truth About Christmas,183.0,['2018']
2416,,"['Comedy', 'Horror']",,tt6473622,3.6,,77 min,Pledges,54.0,['2018']
2417,,['Comedy'],,tt7279014,4.6,,100 min,Arrivano i prof,183.0,['2018']
2418,,"['Comedy', 'Drama']",,tt5824766,6.4,,85 min,Sarah Q,17.0,['2018']
2419,,['Thriller'],,tt8396272,6.8,,141 min,Aatagallu,28.0,['2018']
2420,,"['Action', 'Comedy', 'Drama']",,tt6763698,8.9,,,The Stuff,8.0,['2018']
2421,PG,"['Comedy', 'Drama', 'Family']",,tt7751192,5.6,,102 min,Trek: The Movie,82.0,['2018']
2422,,"['Comedy', 'Horror']",,tt8757960,7.0,,111 min,Hantu Kak Limah,517.0,['2018']
2423,,['Drama'],,tt6599440,,,,Nje Tregim Prishtine,,['2018']
2424,,['Thriller'],,tt7474914,6.2,,,Animales sin collar,80.0,['2018']
2425,,['Drama'],,tt8461958,7.9,,102 min,A Colony,63.0,['2018']
2426,,['Comedy'],,tt6690176,5.5,,95 min,La belle et la belle,194.0,['2018']
2427,,['Drama'],,tt7637180,7.8,,83 min,Fractures,6.0,['2018']
2428,,['Drama'],,tt8333792,5.8,,,Aarudhra,47.0,['2018']
2429,,"['Action', 'Thriller']",,tt6834466,7.0,,,Samhaara,26.0,['2018']
2430,,['Thriller'],,tt7789382,,,,Distorted,,['2018']
2431,,['Drama'],,tt8914698,8.5,,100 min,Something in Between,62.0,['2018']
2432,,"['Drama', 'Horror', 'Sci-Fi']",,tt7543784,6.1,,110 min,Tous les dieux du ciel,56.0,['2018']
2433,,"['Comedy', 'Crime', 'Drama']",,tt7986222,7.4,,140 min,Kolamavu Kokila,1586.0,['2018']
2434,,['Drama'],,tt7106968,6.3,,95 min,Ride,86.0,['2018']
2435,,['Thriller'],,tt8459444,,,,Hello Neighbor,,['2018']
2436,,"['Biography', 'Drama']",,tt7317310,6.8,,105 min,Juice,242.0,['2018']
2437,,"['Comedy', 'Mystery']",,tt7372318,5.7,,146 min,Shikkari Shambhu,370.0,['2018']
2438,,['Drama'],,tt8459412,6.2,,,Kishore Kumar Junior,80.0,['2018']
2439,,"['Comedy', 'Drama']",,tt7509020,6.4,,130 min,Nimir,285.0,['2018']
2440,,"['Comedy', 'Fantasy']",,tt8539280,4.5,,98 min,La Befana vien di notte,151.0,['2018']
2441,,"['Crime', 'Drama']",,tt7853268,6.7,,134 min,Echarikkai Idhu Manithargal Nadamadum Idam,176.0,['2018']
2442,,"['Animation', 'Action', 'Sci-Fi']",,tt9598270,6.5,,132 min,Code Geass: Lelouch of the Rebellion Episode II,15.0,['2018']
2443,,"['Comedy', 'Drama', 'History']",,tt8657696,7.6,,92 min,The Unorthodox,118.0,['2018']
2444,,['Thriller'],,tt6023242,,,,American Dream,,['2018']
2445,,['Horror'],,tt7358686,6.6,,,The Curse of Lilith Ratchet,30.0,['2018']
2446,,['Thriller'],,tt8651064,6.7,,,Idam Jagath,64.0,['2018']
2447,Not Rated,"['Animation', 'Action', 'Adventure']",,tt8050266,4.9,,78 min,Lego DC Super Hero Girls: Super-Villain High,166.0,['2018']
2448,,"['Action', 'Comedy']",,tt5428666,8.1,,,FP2: Beats of Rage,31.0,['2018']
2449,,['Drama'],,tt6217724,5.9,,91 min,Darkoob,325.0,['2018']
