,certificate,genre,gross,imdb_rating,metascore,runtime,title,votes,year
255,TV-MA,"['Sci-Fi', 'Thriller']",,6.1,54.0,100 min,Anon,27760.0,2018
256,Not Rated,"['Action', 'Crime', 'Drama']",,6.2,57.0,91 min,Galveston,6460.0,2018
257,R,"['Action', 'Comedy', 'Crime']",20706452.0,5.3,27.0,91 min,The Happytime Murders,15446.0,2018
258,R,"['Comedy', 'Drama', 'Romance']",,6.0,46.0,87 min,Destination Wedding,13611.0,2018
259,R,"['Comedy', 'Drama', 'Romance']",31713110.0,4.5,39.0,110 min,Nobody's Fool,3037.0,2018
260,R,"['Action', 'Crime']",,5.2,28.0,86 min,Acts of Violence,7522.0,2018
261,,"['Drama', 'Horror', 'Thriller']",,5.6,64.0,85 min,Possum,1635.0,2018
262,,"['Drama', 'Music']",,7.4,,100 min,Wild Rose,341.0,2018
263,Unrated,"['Horror', 'Thriller']",,4.6,,86 min,Downward Twin,139.0,2018
264,TV-14,['Family'],6290.0,5.7,28.0,94 min,Patrick,1102.0,2018
265,PG-13,"['Comedy', 'Drama']",12350.0,2.9,,139 min,Head Full of Honey,354.0,2018
266,R,['Thriller'],9186156.0,6.0,37.0,96 min,Traffik,16244.0,2018
267,TV-MA,['Drama'],,6.3,,113 min,O.G.,998.0,2018
268,,['Drama'],27719.0,8.3,86.0,188 min,Ahlat Agaci,10482.0,2018
269,TV-14,"['Comedy', 'Romance']",,6.5,62.0,105 min,Set It Up,30471.0,2018
270,R,"['Action', 'Crime', 'Mystery']",,3.8,,96 min,Escape Plan 2: Hades,19117.0,2018
271,PG-13,"['Drama', 'Fantasy', 'Horror']",,5.2,56.0,96 min,Down a Dark Hall,7706.0,2018
272,Not Rated,"['Action', 'Drama']",,8.4,,156 min,K.G.F: Chapter 1,21816.0,2018
273,PG-13,"['Action', 'Drama', 'History']",3189220.0,5.8,49.0,107 min,7 Days in Entebbe,9740.0,2018
274,PG,"['Drama', 'Sport']",6196031.0,6.4,35.0,101 min,Run the Race,457.0,2018
275,R,"['Comedy', 'Drama']",129124.0,6.5,85.0,93 min,Support the Girls,4033.0,2018
276,R,['Drama'],,7.6,,113 min,A Million Little Pieces,114.0,2018
277,PG-13,"['Biography', 'Comedy', 'Drama']",10763520.0,5.9,40.0,116 min,Welcome to Marwen,3913.0,2018
278,PG-13,"['Action', 'Adventure', 'Drama']",12695691.0,5.7,39.0,104 min,The Darkest Minds,19085.0,2018
279,Unrated,['Mystery'],,5.2,45.0,91 min,Don't Go,719.0,2018
280,R,['Comedy'],,3.5,,97 min,Drunk Parents,290.0,2018
281,Not Rated,"['Drama', 'Horror', 'Mystery']",,6.7,57.0,105 min,Summer of 84,19551.0,2018
282,R,"['Horror', 'Thriller']",,3.3,,85 min,The Row,805.0,2018
283,PG-13,"['Biography', 'Drama']",36250957.0,5.2,45.0,94 min,The 15:17 to Paris,20797.0,2018
284,TV-PG,"['Drama', 'Family', 'Sci-Fi']",,5.4,,97 min,Tinker',440.0,2018
285,,"['Biography', 'Drama']",,6.8,,104 min,Loro 1,3446.0,2018
286,R,['Thriller'],,5.1,38.0,97 min,Welcome Home,2235.0,2018
287,PG,"['Animation', 'Adventure', 'Drama']",812794.0,7.1,81.0,98 min,Mirai,4697.0,2018
288,R,"['Romance', 'Thriller']",,5.2,,105 min,The Neighbor,3165.0,2018
289,,['Horror'],22912.0,4.2,,95 min,The Final Wish,1464.0,2018
290,TV-MA,"['Drama', 'Mystery', 'Romance']",,4.8,33.0,97 min,The Titan,23179.0,2018
291,R,"['Comedy', 'Drama', 'Western']",305136.0,5.6,63.0,113 min,Damsel,1889.0,2018
292,R,"['Action', 'Crime', 'Drama']",,4.0,19.0,102 min,Speed Kills,1296.0,2018
293,R,['Drama'],,6.8,75.0,96 min,The Kindergarten Teacher,7242.0,2018
294,,"['Action', 'War']",,6.6,,139 min,T-34,2113.0,2018
295,R,"['Drama', 'Sci-Fi']",,6.8,,106 min,Aniara,281.0,2018
296,,"['Action', 'Drama', 'Thriller']",230660.0,7.6,81.0,101 min,Kona fer í stríð,2130.0,2018
297,R,"['Action', 'Comedy', 'Crime']",4969853.0,6.1,46.0,111 min,Gringo,20339.0,2018
298,TV-MA,"['Biography', 'Comedy']",,6.8,55.0,101 min,A Futile and Stupid Gesture,10263.0,2018
299,R,"['Biography', 'Crime', 'Drama']",2856954.0,7.0,68.0,116 min,American Animals,26759.0,2018
300,,"['Drama', 'Romance']",,3.9,,88 min,American Kamasutra,72.0,2018
301,R,"['Action', 'Drama']",,6.1,61.0,94 min,Braven,22112.0,2018
302,TV-MA,['Horror'],,3.8,,99 min,Haunting on Fraternity Row,411.0,2018
303,PG-13,"['Biography', 'Drama', 'History']",,5.7,56.0,101 min,All Is True,355.0,2018
304,TV-MA,"['Horror', 'Mystery', 'Thriller']",,6.0,71.0,94 min,Cam,15983.0,2018
305,R,"['Action', 'Crime', 'Thriller']",,4.2,19.0,89 min,Reprisal,3732.0,2018
306,PG-13,"['Comedy', 'Drama', 'Romance']",,6.0,60.0,105 min,Sierra Burgess Is a Loser,24471.0,2018
307,R,['Thriller'],328729.0,5.6,60.0,97 min,The Wedding Guest,208.0,2018
308,R,"['Sci-Fi', 'Thriller']",,5.8,43.0,97 min,Tau,19276.0,2018
309,Not Rated,"['Biography', 'Crime', 'Drama']",94481.0,7.1,61.0,118 min,El Angel,3638.0,2018
310,PG-13,"['Horror', 'Mystery', 'Thriller']",67347895.0,5.7,49.0,103 min,Insidious: The Last Key,40196.0,2018
311,,"['Adventure', 'Comedy', 'Drama']",,7.0,44.0,97 min,Then Came You,1582.0,2018
312,R,"['Action', 'Crime', 'Thriller']",20545116.0,5.1,52.0,116 min,SuperFly,4357.0,2018
313,PG-13,['Drama'],,7.7,86.0,127 min,Happy as Lazzaro,6098.0,2018
314,R,"['Action', 'Thriller']",,8.4,,98 min,Nomis,140.0,2018
315,R,"['Crime', 'Thriller']",3435047.0,6.4,42.0,110 min,Bad Samaritan,12494.0,2018
316,,"['Drama', 'Mystery']",,7.3,88.0,110 min,Di qiu zui hou de ye wan,1173.0,2018
317,TV-MA,"['Horror', 'Thriller']",,3.3,,94 min,The Open House,24187.0,2018
318,,"['Fantasy', 'History', 'Thriller']",,6.1,,96 min,The Isle,3632.0,2018
319,,"['Action', 'Crime', 'Thriller']",,6.9,,91 min,Message Man,984.0,2018
320,Not Rated,"['Action', 'Comedy', 'Crime']",5075611.0,6.4,,158 min,Simmba,13895.0,2018
321,TV-14,['Comedy'],,5.1,41.0,116 min,The Week Of,12981.0,2018
322,,"['Crime', 'Drama']",,6.0,80.0,93 min,Holiday,1106.0,2018
323,R,['Action'],,5.0,27.0,99 min,All the Devil's Men,770.0,2018
324,TV-14,"['Drama', 'Sci-Fi', 'Thriller']",,4.9,,100 min,Fahrenheit 451,13831.0,2018
325,R,"['Action', 'Drama', 'Thriller']",,5.7,53.0,104 min,Final Score,5788.0,2018
326,PG,"['Comedy', 'Drama']",6809080.0,6.1,47.0,113 min,Dog Days,2274.0,2018
327,TV-MA,"['Action', 'Comedy']",,5.4,32.0,101 min,"Game Over, Man!",20757.0,2018
328,R,"['Crime', 'Drama', 'Western']",,5.8,,105 min,Little Woods,163.0,2018
329,,"['Comedy', 'Drama']",,6.5,62.0,91 min,Ideal Home,5216.0,2018
330,R,"['Action', 'Crime', 'Drama']",,4.4,21.0,86 min,211,4542.0,2018
331,Not Rated,"['Drama', 'Fantasy', 'Horror']",,8.3,,104 min,Tumbbad,12759.0,2018
332,R,"['Horror', 'Thriller']",15856.0,5.6,63.0,81 min,Piercing,2611.0,2018
333,Not Rated,"['Adventure', 'Biography', 'Drama']",,6.0,60.0,112 min,The Mercy,5004.0,2018
334,R,"['Crime', 'Romance', 'Thriller']",,4.3,34.0,104 min,Siberia,7794.0,2018
335,R,"['Romance', 'Sci-Fi']",,6.1,39.0,104 min,Zoe,4949.0,2018
336,TV-PG,"['Animation', 'Action', 'Adventure']",,6.6,,106 min,Next Gen,10216.0,2018
337,,"['Crime', 'Drama']",35632.0,5.8,52.0,101 min,Yardie,1492.0,2018
338,R,['Horror'],11107431.0,5.5,26.0,89 min,Hell Fest,7781.0,2018
339,,['Comedy'],,5.9,76.0,90 min,The Breaker Upperers,3453.0,2018
340,PG-13,"['Action', 'Drama', 'Sci-Fi']",5718096.0,5.7,35.0,102 min,Kin,7753.0,2018
341,TV-MA,"['Horror', 'Thriller']",,5.0,,90 min,Malicious,2040.0,2018
342,,['Drama'],,6.8,,88 min,Lemonade,363.0,2018
343,,"['Action', 'Adventure', 'Sci-Fi']",,5.3,,92 min,Solis,2394.0,2018
344,,['Comedy'],,5.4,,99 min,Chief Daddy,37.0,2018
345,R,"['Biography', 'Crime', 'Drama']",,6.9,,112 min,City of Lies,379.0,2018
346,R,"['Comedy', 'Drama']",100335.0,5.7,70.0,97 min,All About Nina,765.0,2018
347,,['Horror'],,5.8,63.0,103 min,St. Agatha,2449.0,2018
348,,['Drama'],,9.6,,147 min,Peranbu,9088.0,2018
349,TV-14,['Comedy'],,5.2,32.0,94 min,Father of the Year,7404.0,2018
350,,['Romance'],509554.0,5.6,,105 min,Bi bei shang geng bei shang de gu shi,417.0,2018
351,PG,"['Adventure', 'Drama', 'Family']",,6.6,,98 min,Mia and the White Lion,501.0,2018
352,R,"['Biography', 'Crime', 'Drama']",642157.0,5.8,59.0,105 min,Lizzie,3560.0,2018
353,PG-13,"['Biography', 'Drama']",46382.0,6.5,37.0,107 min,Bigger,1048.0,2018
354,Not Rated,"['Comedy', 'Horror']",,7.8,,128 min,Stree,18073.0,2018
355,,['Drama'],,7.1,,137 min,De dirigent,674.0,2018
356,R,"['Drama', 'Music', 'Romance']",13337.0,4.3,45.0,91 min,Blue Night,634.0,2018
357,R,"['Drama', 'Horror', 'Mystery']",713143.0,5.6,67.0,111 min,The Little Stranger,4315.0,2018
358,R,['Drama'],260065.0,6.6,69.0,101 min,What They Had,1579.0,2018
359,R,"['Comedy', 'Drama']",,8.6,,90 min,The Professor,205.0,2018
360,R,['Horror'],24431472.0,5.2,48.0,85 min,The Strangers: Prey at Night,20687.0,2018
361,TV-MA,['Comedy'],,5.5,,94 min,The Package,9563.0,2018
362,TV-MA,"['Drama', 'Thriller']",,6.7,,114 min,The Angel,7718.0,2018
363,Not Rated,['Thriller'],,4.9,26.0,94 min,River Runs Red,2036.0,2018
364,PG-13,"['Drama', 'Romance', 'War']",67743.0,5.4,45.0,122 min,Where Hands Touch,1008.0,2018
365,PG,"['Drama', 'Sport']",10225770.0,6.5,44.0,101 min,The Miracle Season,2996.0,2018
366,TV-MA,['Horror'],,4.8,,89 min,Malevolent,6847.0,2018
367,,['Drama'],,5.9,,113 min,Carga,242.0,2018
368,Not Rated,"['Drama', 'Horror', 'Mystery']",,6.4,44.0,91 min,Incident in a Ghostland,16125.0,2018
369,R,"['Drama', 'Family']",44824.0,5.3,60.0,92 min,A Kid Like Jake,1701.0,2018
370,Not Rated,"['Comedy', 'Horror']",,5.3,54.0,92 min,Blood Fest,2696.0,2018
371,PG-13,"['Action', 'Crime', 'Thriller']",6115825.0,5.1,35.0,103 min,The Hurricane Heist,14572.0,2018
372,R,"['Drama', 'Thriller']",5019226.0,6.4,69.0,109 min,Beirut,14237.0,2018
373,,"['Animation', 'Comedy', 'Family']",1176928.0,7.0,,85 min,Astérix: Le secret de la potion magique,1472.0,2018
374,TV-MA,"['Comedy', 'Romance']",,5.2,56.0,94 min,Ibiza,12134.0,2018
375,R,['Drama'],,7.3,83.0,123 min,Private Life,9243.0,2018
376,,"['Drama', 'Thriller']",,7.1,42.0,101 min,Back Roads,2596.0,2018
377,,"['Comedy', 'Drama', 'Sport']",,7.1,,122 min,Le grand bain,2756.0,2018
378,PG-13,"['Comedy', 'Drama', 'Romance']",,5.7,,104 min,Time Freak,2795.0,2018
379,,['Sci-Fi'],,6.9,,105 min,Clara,981.0,2018
380,R,"['Action', 'Adventure', 'Sci-Fi']",,3.2,10.0,90 min,Future World,4038.0,2018
381,PG-13,"['Fantasy', 'Thriller']",,5.7,31.0,98 min,I Still See You,4468.0,2018
382,Unrated,"['Comedy', 'Drama', 'Romance']",24708.0,6.3,44.0,96 min,Swimming with Men,2134.0,2018
383,R,"['Crime', 'Horror', 'Mystery']",8783985.0,5.8,53.0,92 min,Unfriended: Dark Web,11636.0,2018
384,R,"['Action', 'Drama']",50026.0,6.9,65.0,100 min,Black '47,5925.0,2018
385,R,"['Horror', 'Sci-Fi', 'Thriller']",,5.7,,95 min,The Domestics,5458.0,2018
386,Not Rated,['Thriller'],,4.2,,84 min,30 Miles from Nowhere,288.0,2018
387,TV-MA,"['Drama', 'Mystery', 'Thriller']",,7.3,90.0,114 min,The Tale,9450.0,2018
388,Not Rated,"['Action', 'Fantasy', 'Horror']",166540.0,6.2,,121 min,Chang-gwol,1011.0,2018
389,,"['Drama', 'Sport']",,7.1,,91 min,The Fight,48.0,2018
390,TV-14,"['Animation', 'Action', 'Adventure']",5754556.0,7.9,,96 min,My Hero Academia: Two Heroes,2437.0,2018
391,,"['Biography', 'Drama', 'Romance']",,5.6,,110 min,Vita & Virginia,125.0,2018
392,R,"['Crime', 'Horror', 'Thriller']",,5.1,32.0,98 min,Mara,3894.0,2018
393,,['Horror'],,6.5,,98 min,The Axiom,2341.0,2018
394,,['Thriller'],,5.4,,83 min,The Music Box,411.0,2018
395,R,"['Horror', 'Western']",,6.3,,86 min,The Wind,231.0,2018
396,R,"['Drama', 'Mystery', 'Sci-Fi']",,5.6,51.0,93 min,I Think We're Alone Now,5019.0,2018
397,Not Rated,"['Mystery', 'Thriller']",,5.8,59.0,110 min,In Darkness,9081.0,2018
398,Not Rated,"['Action', 'Horror', 'Thriller']",,4.6,,115 min,Redcon-1,691.0,2018
399,,['Horror'],,6.2,63.0,95 min,The Golem,1309.0,2018
400,TV-MA,['Thriller'],,6.7,76.0,101 min,Calibre,14590.0,2018
401,R,"['Action', 'Crime', 'Thriller']",,6.1,,105 min,Accident Man,5299.0,2018
402,,"['Action', 'Crime', 'Drama']",,6.1,,107 min,"Leal, solo hay una forma de vivir",273.0,2018
403,,"['Drama', 'Sci-Fi']",,8.9,,85 min,Violentia,482.0,2018
404,,"['Action', 'Comedy', 'Crime']",,5.8,,101 min,Danger One,963.0,2018
405,,"['Action', 'Adventure', 'Drama']",,5.5,,160 min,Redbad,1373.0,2018
406,TV-MA,"['Comedy', 'Drama']",,6.1,52.0,98 min,Like Father,14882.0,2018
407,,"['Drama', 'Music', 'Romance']",80134.0,5.3,51.0,100 min,Bel Canto,1541.0,2018
408,Not Rated,"['Comedy', 'Drama', 'Romance']",,5.8,,164 min,Zero,18934.0,2018
409,PG-13,"['Drama', 'Romance']",,6.9,65.0,114 min,Ophelia,431.0,2018
410,R,"['Action', 'Adventure']",6646.0,5.2,66.0,106 min,In Like Flynn,292.0,2018
411,TV-MA,"['Crime', 'Drama', 'Thriller']",,6.3,30.0,120 min,The Outsider,15558.0,2018
412,R,"['Drama', 'History', 'Romance']",,6.2,48.0,108 min,Backstabbing for Beginners,3001.0,2018
413,Unrated,"['Crime', 'Drama', 'Thriller']",,6.2,62.0,88 min,The Standoff at Sparrow Creek,1178.0,2018
414,PG-13,"['Crime', 'Drama']",3679893.0,6.9,,93 min,Gosnell: The Trial of America's Biggest Serial Killer,3101.0,2018
415,R,"['Drama', 'Mystery', 'Thriller']",,5.6,44.0,100 min,Spinning Man,6474.0,2018
416,R,"['Biography', 'Drama', 'War']",712438.0,6.1,49.0,98 min,The Catcher Was a Spy,4011.0,2018
417,Not Rated,"['Drama', 'Thriller']",,7.4,75.0,93 min,Utøya: July 22,6582.0,2018
418,,['Crime'],,3.6,,103 min,The Intent 2: The Come Up,206.0,2018
419,PG-13,"['Comedy', 'Drama', 'Romance']",1252960.0,5.7,58.0,98 min,The Seagull,1605.0,2018
420,,['Drama'],13782.0,6.2,65.0,123 min,Touch Me Not,1239.0,2018
421,R,['Drama'],26284.0,5.7,53.0,101 min,Donnybrook,469.0,2018
422,R,"['Action', 'Adventure', 'Drama']",,3.3,,97 min,Da hong zha,2251.0,2018
423,R,['Comedy'],,7.2,,85 min,Family,73.0,2018
424,R,['Drama'],,5.8,46.0,98 min,Untogether,654.0,2018
425,,"['Biography', 'Drama']",67000.0,6.4,42.0,102 min,Mapplethorpe,215.0,2018
426,R,['Comedy'],5059608.0,5.0,36.0,85 min,Action Point,5881.0,2018
427,R,"['Biography', 'Drama']",466440.0,6.3,64.0,105 min,The Happy Prince,2786.0,2018
428,R,"['Horror', 'Thriller']",,5.7,,96 min,Delirium,4073.0,2018
429,R,"['Drama', 'Thriller']",,5.7,59.0,108 min,Rust Creek,1889.0,2018
430,R,"['Action', 'Drama', 'Thriller']",,6.1,,94 min,The Bouncer,2007.0,2018
431,,['Thriller'],,4.9,,88 min,10x10,4811.0,2018
432,R,"['Comedy', 'Crime']",5212.0,5.7,54.0,108 min,An Evening with Beverly Luff Linn,2189.0,2018
433,,"['Drama', 'Fantasy', 'Horror']",,5.7,52.0,95 min,The Dark,2102.0,2018
434,R,"['Action', 'Drama']",4537.0,5.0,54.0,110 min,Kickboxer: Retaliation,3258.0,2018
435,PG-13,"['Drama', 'Horror', 'Thriller']",,5.3,45.0,90 min,Our House,3587.0,2018
436,PG,"['Animation', 'Adventure', 'Comedy']",8267544.0,6.1,68.0,89 min,Early Man,15184.0,2018
437,,"['Drama', 'History', 'Thriller']",,7.8,,125 min,Ballon,1096.0,2018
438,TV-PG,['Romance'],,6.0,,101 min,The Princess Switch,13189.0,2018
439,R,"['Biography', 'Drama', 'Music']",69114.0,6.8,75.0,129 min,Blaze,1128.0,2018
440,,"['Drama', 'History', 'Romance']",,6.8,43.0,98 min,Ashes in the Snow,3461.0,2018
441,PG-13,"['Biography', 'Comedy', 'Drama']",1662927.0,8.0,,140 min,Padman,14923.0,2018
442,R,"['Action', 'Drama', 'Horror']",,4.4,,93 min,Patient Zero,5385.0,2018
443,TV-MA,['Drama'],,6.3,,130 min,The Tree of Blood,914.0,2018
444,R,"['Horror', 'Thriller']",,5.8,66.0,98 min,What Keeps You Alive,2657.0,2018
445,Not Rated,"['Comedy', 'Drama', 'Romance']",6877.0,5.3,58.0,93 min,Duck Butter,1782.0,2018
446,,['Thriller'],,4.2,,90 min,Suicide Club,53.0,2018
447,R,['Drama'],,7.0,78.0,122 min,The Other Side of the Wind,4158.0,2018
448,PG-13,"['Animation', 'Action']",,5.6,,85 min,Batman Ninja,13204.0,2018
449,,"['Comedy', 'Drama', 'Sport']",,7.3,,124 min,Campeones,5160.0,2018
450,TV-MA,"['Comedy', 'Drama']",,6.9,,90 min,Nothing to Hide,6618.0,2018
451,,['Drama'],,7.8,,110 min,Moromete Family: On the Edge of Time,911.0,2018
452,,"['Comedy', 'Drama', 'Mystery']",,7.0,,91 min,Sometimes Always Never,103.0,2018
453,,['Drama'],,6.3,63.0,129 min,Burden,209.0,2018
454,,['Action'],,5.6,,101 min,Revenger,1775.0,2018
455,PG,"['Comedy', 'Drama']",,6.7,,109 min,Ladies in Black,2231.0,2018
456,TV-PG,"['Adventure', 'Comedy', 'Family']",,7.1,52.0,104 min,The Christmas Chronicles,34582.0,2018
457,PG,"['Drama', 'Family', 'Romance']",2846257.0,5.1,31.0,111 min,God Bless the Broken Road,533.0,2018
458,TV-MA,"['Action', 'Adventure', 'Horror']",,1.9,,91 min,Nazi Overlord,442.0,2018
459,,"['Drama', 'History', 'War']",,6.3,,110 min,Sobibor,2077.0,2018
460,R,"['Comedy', 'Thriller']",401463.0,5.2,58.0,93 min,The Oath,1924.0,2018
461,Not Rated,"['Action', 'Adventure']",1449848.0,4.0,,164 min,Thugs of Hindostan,14712.0,2018
462,R,"['Sci-Fi', 'Thriller']",,5.7,54.0,105 min,Elizabeth Harvest,3084.0,2018
463,Not Rated,"['Action', 'Crime', 'Drama']",,6.1,,139 min,The Drug King,743.0,2018
464,Not Rated,['Romance'],567417.0,6.9,,156 min,Manmarziyaan,4658.0,2018
465,TV-14,"['Action', 'Sci-Fi', 'Thriller']",,4.5,,94 min,2036 Origin Unknown,5759.0,2018
466,R,"['Crime', 'Drama', 'Thriller']",500101.0,5.5,68.0,96 min,Monsters and Men,1067.0,2018
467,,"['Action', 'Adventure', 'Fantasy']",,6.4,,108 min,Bleach,8045.0,2018
468,R,"['Mystery', 'Thriller']",,4.5,33.0,103 min,Looking Glass,3543.0,2018
469,,"['Adventure', 'History']",,6.4,,110 min,The Emperor of Paris,588.0,2018
470,Not Rated,['Action'],,5.7,,95 min,The Debt Collector,2687.0,2018
471,TV-MA,"['Comedy', 'Drama']",,5.1,,97 min,Dude,4915.0,2018
472,,"['Comedy', 'Drama', 'Romance']",,6.4,34.0,96 min,Irreplaceable You,5846.0,2018
473,R,"['Action', 'Drama', 'Sci-Fi']",,5.2,45.0,119 min,Occupation,9384.0,2018
474,,"['Drama', 'Romance', 'Thriller']",11867.0,5.9,67.0,110 min,Un couteau dans le coeur,1065.0,2018
475,PG-13,"['Drama', 'War']",3511417.0,5.6,53.0,119 min,Indivisible,706.0,2018
476,TV-MA,"['Horror', 'Thriller']",,4.5,25.0,90 min,14 Cameras,1505.0,2018
477,,['Drama'],21961.0,7.8,82.0,230 min,An Elephant Sitting Still,1411.0,2018
478,,"['Animation', 'Adventure']",,7.0,61.0,85 min,Croc-Blanc,1854.0,2018
479,,"['Comedy', 'Crime']",,5.3,,98 min,Ola de crímenes,527.0,2018
480,R,"['Action', 'Drama', 'Thriller']",,4.7,16.0,104 min,Black Water,2816.0,2018
481,,"['Crime', 'Drama', 'Romance']",,4.7,44.0,86 min,Pimp,486.0,2018
482,TV-MA,"['Comedy', 'Drama', 'Romance']",,6.3,62.0,99 min,Alex Strangelove,10820.0,2018
483,Not Rated,"['Action', 'Sci-Fi', 'Thriller']",,7.0,,148 min,2.0,15554.0,2018
484,PG-13,"['Action', 'Drama']",4719928.0,4.4,17.0,110 min,Samson,3280.0,2018
485,Not Rated,"['Action', 'Adventure', 'Horror']",,4.5,,89 min,Big Legend,1457.0,2018
486,,['Drama'],,5.8,,86 min,Doubting Thomas,61.0,2018
487,Not Rated,"['Horror', 'Thriller']",,4.1,,84 min,Discarnate,222.0,2018
488,,['Drama'],,7.5,,104 min,Mere Pyare Prime Minister,65.0,2018
489,,"['Biography', 'Drama']",119163.0,7.2,71.0,123 min,Unga Astrid,1989.0,2018
490,TV-MA,"['Biography', 'Crime', 'Drama']",,7.7,,122 min,A Twelve-Year Night,4030.0,2018
491,,"['Drama', 'Sci-Fi']",,5.8,62.0,95 min,Jonathan,3007.0,2018
492,,"['Comedy', 'Drama']",,6.7,,103 min,Pretty Broken,517.0,2018
493,R,"['Horror', 'Mystery', 'Thriller']",,5.2,60.0,82 min,Braid,722.0,2018
494,Unrated,"['Horror', 'Mystery', 'Thriller']",,5.3,58.0,89 min,Monster Party,1220.0,2018
495,PG-13,"['Action', 'Adventure', 'Fantasy']",,4.7,,102 min,The Scorpion King: Book of Souls,1348.0,2018
496,PG-13,"['Adventure', 'Biography', 'Drama']",17560475.0,6.7,52.0,108 min,"Paul, Apostle of Christ",5278.0,2018
497,R,['Comedy'],,4.7,,90 min,The Con Is On,5217.0,2018
498,,['Drama'],,7.1,,99 min,Guo Chun Tian,160.0,2018
499,,"['Comedy', 'Drama', 'Romance']",,7.7,,145 min,303,2323.0,2018
500,Not Rated,"['Action', 'Thriller']",,3.9,,88 min,Silencer,667.0,2018
501,PG-13,"['Comedy', 'Drama', 'Music']",2386251.0,6.9,65.0,97 min,Hearts Beat Loud,5791.0,2018
502,R,"['Biography', 'Drama', 'Romance']",,6.3,42.0,101 min,Red Joan,131.0,2018
503,,"['Comedy', 'Music']",10153.0,7.2,72.0,92 min,Hevi reissu,2817.0,2018
504,TV-MA,"['Comedy', 'Horror', 'Mystery']",,6.1,,92 min,You Might Be the Killer,1892.0,2018
505,R,['Drama'],400961.0,7.0,84.0,94 min,We the Animals,2325.0,2018
506,Not Rated,"['Animation', 'Drama', 'Romance']",277019.0,7.7,,108 min,Kimi no suizô o tabetai,827.0,2018
507,TV-14,"['Drama', 'Sci-Fi', 'Thriller']",2539.0,5.5,49.0,90 min,At First Light,1958.0,2018
508,Unrated,"['Action', 'Adventure', 'Horror']",,1.6,,87 min,Alien Predator,614.0,2018
509,Not Rated,"['Comedy', 'Drama']",,8.1,,124 min,Badhaai Ho,16602.0,2018
510,TV-MA,"['Comedy', 'Drama']",,6.2,71.0,98 min,The Land of Steady Habits,4158.0,2018
511,,"['Biography', 'Music', 'Romance']",,7.5,69.0,126 min,Leto,2995.0,2018
512,R,['Horror'],,3.4,,90 min,Day of the Dead: Bloodline,6427.0,2018
513,Not Rated,"['Comedy', 'Drama']",,6.2,71.0,91 min,The Party's Just Beginning,966.0,2018
514,TV-MA,"['Comedy', 'Crime']",,6.4,73.0,94 min,Le monde est à toi,2182.0,2018
515,,"['Action', 'Crime', 'Mystery']",,7.1,,130 min,Mo seung,1934.0,2018
516,Not Rated,"['Drama', 'Horror', 'Mystery']",,4.8,,86 min,Something,80.0,2018
517,R,"['Biography', 'Drama']",,6.3,60.0,108 min,Jeremiah Terminator LeRoy,102.0,2018
518,,['Comedy'],,5.7,,78 min,Breaking & Exiting,1065.0,2018
519,,['Drama'],5303.0,6.8,62.0,89 min,Ramen Teh,492.0,2018
520,,"['Animation', 'Adventure', 'Comedy']",,5.7,,90 min,Charming,1293.0,2018
521,,"['Drama', 'Thriller']",,7.4,,132 min,El reino,2403.0,2018
522,,"['Drama', 'Romance']",24552.0,6.8,73.0,132 min,"Plaire, aimer et courir vite",1443.0,2018
523,TV-MA,"['Comedy', 'Drama', 'Romance']",,6.4,63.0,98 min,Nappily Ever After,5989.0,2018
524,,"['Drama', 'Family']",151983.0,7.9,,115 min,Buttons,58.0,2018
525,Unrated,"['Action', 'Thriller']",,5.4,45.0,79 min,Ride,1357.0,2018
526,,"['Drama', 'Sci-Fi', 'Thriller']",,7.4,63.0,104 min,Freaks,206.0,2018
527,Not Rated,"['Comedy', 'Drama', 'Romance']",,5.8,55.0,82 min,The New Romantic,652.0,2018
528,PG-13,"['Biography', 'Drama']",6216488.0,5.7,39.0,98 min,Unbroken: Path to Redemption,1262.0,2018
529,R,"['Animation', 'Action', 'Crime']",98844.0,7.8,75.0,96 min,"Ruben Brandt, Collector",1132.0,2018
530,Not Rated,"['Adventure', 'Thriller']",,6.5,,132 min,Dong wu shi jie,2278.0,2018
531,,"['Drama', 'Music', 'Mystery']",,7.2,,125 min,Quién te cantará,1025.0,2018
532,TV-14,"['Drama', 'Thriller']",,4.7,,92 min,What Still Remains,1371.0,2018
533,R,"['Comedy', 'Romance']",,5.5,,82 min,Lady-Like,1017.0,2018
534,,"['Biography', 'Crime', 'Drama']",,5.1,46.0,95 min,The Brawler,136.0,2018
535,,['Drama'],,6.0,84.0,95 min,Diane,150.0,2018
536,,['Drama'],,7.2,,103 min,The Chaperone,19.0,2018
537,,"['Horror', 'Mystery', 'Thriller']",,3.9,,80 min,The Farm,1011.0,2018
538,TV-14,"['Drama', 'Horror', 'Thriller']",,6.0,50.0,93 min,La nuit a dévoré le monde,5424.0,2018
539,TV-MA,"['Biography', 'Drama']",7909317.0,8.0,,155 min,Sanju,39067.0,2018
540,R,['Comedy'],,5.8,,83 min,Furlough,1053.0,2018
541,,['Drama'],,7.1,,93 min,Las niñas bien,200.0,2018
542,,"['Action', 'Adventure', 'Comedy']",,4.7,,102 min,Taxi 5,5559.0,2018
543,,"['Adventure', 'Drama', 'Thriller']",,6.0,78.0,136 min,The Nightingale,335.0,2018
544,R,"['Action', 'Crime', 'Drama']",20868638.0,4.9,35.0,89 min,Proud Mary,6484.0,2018
