,certificate,genre,gross,imdb_rating,metascore,runtime,title,votes,year
858,TV-14,"['Adventure', 'Family', 'Romance']",89988.0,6.1,,110 min,Running for Love,504.0,2018
859,,['Comedy'],,4.7,,88 min,Lyrro,398.0,2018
860,Not Rated,"['History', 'Thriller']",,5.5,,97 min,The Last Witness,1172.0,2018
861,,['Comedy'],,4.4,,111 min,Le flic de Belleville,523.0,2018
862,R,"['Drama', 'Family', 'Sci-Fi']",,3.3,,98 min,After Darkness,189.0,2018
863,,['Drama'],,8.9,,,Sinners Wanted,11.0,2018
864,TV-PG,"['Animation', 'Drama', 'Romance']",,6.5,,74 min,Si shi qing chun,2924.0,2018
865,,"['Drama', 'History']",,7.4,,111 min,Das schweigende Klassenzimmer,1792.0,2018
866,R,"['Horror', 'Thriller']",2488.0,5.3,,106 min,El pacto,656.0,2018
867,R,['Drama'],,4.5,,97 min,Affairs of State,500.0,2018
868,,['Action'],,5.0,,100 min,Nightshooters,232.0,2018
869,Not Rated,['Drama'],843885.0,7.3,,100 min,Like Arrows,88.0,2018
870,PG,['Romance'],,7.4,,,"High Strung, Free Dance",31.0,2018
871,Not Rated,"['Drama', 'Romance']",,5.2,,89 min,Paper Year,309.0,2018
872,,"['Comedy', 'Drama']",,7.4,,90 min,The Bra,90.0,2018
873,,['Drama'],,7.5,,110 min,Dilan 1990,2464.0,2018
874,,['Sci-Fi'],,3.2,,114 min,Genesis,727.0,2018
875,TV-14,"['Comedy', 'Romance']",,6.5,,107 min,Tout le monde debout,2548.0,2018
876,,['Thriller'],,,,79 min,The Conductor,,2018
877,R,"['Action', 'Adventure', 'Thriller']",,3.5,3.0,90 min,Contract to Kill,1178.0,2018
878,,"['Horror', 'Thriller']",,5.6,,111 min,Demon House,4737.0,2018
879,PG,"['Animation', 'Adventure', 'Comedy']",154170.0,6.1,46.0,86 min,Luis and His Friends from Outer Space,1173.0,2018
880,,"['Drama', 'Family']",,6.2,,101 min,Orphan Horse,186.0,2018
881,,"['Adventure', 'Family', 'Fantasy']",,6.3,,110 min,Jim Button and Luke the Engine Driver,1030.0,2018
882,,"['Mystery', 'Thriller']",,7.9,,89 min,A Dark Place,62.0,2018
883,,['Drama'],,7.8,,110 min,Locating Silver Lake,44.0,2018
884,PG-13,"['Action', 'Drama', 'Sport']",,6.2,,102 min,Dirt,813.0,2018
885,TV-MA,['Comedy'],,5.7,,78 min,Happy Anniversary,2897.0,2018
886,Not Rated,"['Action', 'Drama', 'Thriller']",,5.3,,157 min,Aiyaary,3219.0,2018
887,TV-MA,['Drama'],,4.1,,95 min,Songbird,288.0,2018
888,,['History'],,8.0,,,"Onyx, Kings of the Grail",9.0,2018
889,,"['Action', 'Crime', 'Horror']",,7.1,,132 min,Abgeschnitten,319.0,2018
890,,"['Crime', 'Drama']",,8.1,,100 min,Savage Youth,26.0,2018
891,,"['Comedy', 'Drama']",,7.7,,117 min,Kelebekler,4923.0,2018
892,,['Drama'],,8.2,,105 min,Wild and Free,104.0,2018
893,PG,"['Animation', 'Adventure', 'Family']",,5.4,,83 min,Lói: Þú Flýgur Aldrei Einn,382.0,2018
894,,['Comedy'],,6.5,,111 min,100 Dinge,464.0,2018
895,TV-MA,"['Horror', 'Thriller']",,4.6,,83 min,Ánimas,619.0,2018
896,,"['Comedy', 'Drama', 'Family']",,5.7,,117 min,Rajma Chawal,1154.0,2018
897,,"['Drama', 'History', 'War']",,7.2,,125 min,Kralj Petar I,446.0,2018
898,Not Rated,"['Action', 'Thriller']",1690861.0,2.1,,160 min,Race 3,28454.0,2018
899,TV-MA,"['Action', 'Horror']",,3.9,,84 min,4/20 Massacre,380.0,2018
900,,['Thriller'],,5.4,,,Dying for the Crown,114.0,2018
901,,"['Comedy', 'Music', 'Romance']",,7.3,,102 min,Das schönste Mädchen der Welt,500.0,2018
902,Not Rated,"['Comedy', 'Romance', 'Thriller']",,4.7,,92 min,Rosy,523.0,2018
903,,"['Drama', 'Mystery', 'Thriller']",,5.1,56.0,98 min,Beyond the Night,158.0,2018
904,,['Drama'],,6.4,,,Hot Air,9.0,2018
905,,['Drama'],,6.4,,102 min,Hölmö nuori sydän,203.0,2018
906,,['Comedy'],,6.0,,,Seven Stages to Achieve Eternal Bliss By Passing Through the Gateway Chosen By the Holy Storsh,58.0,2018
907,,['Adventure'],,5.0,,54 min,Indiana Jones and the Crown of Thorns,20.0,2018
908,,"['Horror', 'Mystery']",,5.1,,100 min,Finale,107.0,2018
909,,"['Comedy', 'History']",37108.0,6.4,,90 min,Le retour du héros,2024.0,2018
910,,"['Comedy', 'Drama']",,,,,Puppy Love,,2018
911,TV-14,"['Comedy', 'Romance']",,4.4,,103 min,The Competition,621.0,2018
912,,"['Comedy', 'Drama']",,9.0,,99 min,Yowis Ben,2968.0,2018
913,R,"['Drama', 'Mystery']",,4.8,,94 min,Welcome the Stranger,1183.0,2018
914,,['Drama'],,6.4,,90 min,Wij,213.0,2018
915,PG,"['Comedy', 'Drama']",1339909.0,7.5,,102 min,102 Not Out,4651.0,2018
916,Not Rated,"['Action', 'Crime']",,8.7,,164 min,Vada Chennai,5774.0,2018
917,,"['Biography', 'Drama', 'Music']",,7.2,,120 min,Ted - För kärlekens skull,1982.0,2018
918,TV-PG,"['Drama', 'Romance', 'Thriller']",,5.7,,87 min,I'll Be Watching,208.0,2018
919,Not Rated,"['Drama', 'Romance']",,7.2,,120 min,Us and Them,1505.0,2018
920,,"['Action', 'Crime', 'Thriller']",,5.2,,109 min,Last Seen in Idaho,443.0,2018
921,,['Thriller'],,6.7,,,Perfect,182.0,2018
922,,"['Comedy', 'Horror']",,5.9,,103 min,Exterminadores do Além Contra a Loira do Banheiro,597.0,2018
923,G,['Family'],,4.0,,,PawParazzi,21.0,2018
924,R,['Horror'],,5.1,,117 min,The Field Guide to Evil,290.0,2018
925,Not Rated,"['Comedy', 'Drama']",182009.0,7.5,,114 min,Karwaan,7936.0,2018
926,,['Drama'],,5.7,,105 min,Anthem of a Teenage Prophet,179.0,2018
927,TV-14,['Thriller'],,5.6,,89 min,A Night to Regret,175.0,2018
928,,['Drama'],,8.3,,,Summertime,26.0,2018
929,,"['Animation', 'Comedy']",1469.0,5.1,,89 min,Henchmen,226.0,2018
930,PG,"['Animation', 'Adventure', 'Comedy']",,4.5,,90 min,Wheely,217.0,2018
931,Not Rated,['Comedy'],,6.9,,93 min,Antiquities,969.0,2018
932,,['Drama'],,6.7,,93 min,Firecrackers,117.0,2018
933,,['Drama'],,7.0,,104 min,Stray,78.0,2018
934,,"['Adventure', 'Family', 'Sci-Fi']",,5.1,,90 min,F.R.E.D.I.,562.0,2018
935,PG-13,"['Action', 'Sci-Fi']",,5.6,,93 min,Battle Drone,1851.0,2018
936,R,"['Drama', 'Thriller']",,6.1,62.0,117 min,La quietud,309.0,2018
937,PG-13,"['Drama', 'Music']",,5.2,,100 min,Honey: Rise Up and Dance,417.0,2018
938,,"['Drama', 'Thriller']",,5.8,,87 min,Devil's Path,93.0,2018
939,R,"['Comedy', 'Drama', 'Thriller']",,5.3,,120 min,Best F(r)iends: Volume 2,436.0,2018
940,,['Drama'],,7.0,59.0,113 min,En guerre,723.0,2018
941,,['Comedy'],,5.7,,110 min,Enes Batur Hayal mi Gerçek mi?,51194.0,2018
942,,['Horror'],,5.0,,88 min,Inquilinos,79.0,2018
943,R,['Horror'],,6.3,,89 min,Malevolence 3: Killer,1587.0,2018
944,Not Rated,['Horror'],,5.0,,89 min,Hell House LLC II: The Abaddon Hotel,1059.0,2018
945,,"['Action', 'Comedy']",,7.9,,107 min,Ölümlü Dünya,10278.0,2018
946,Not Rated,"['Action', 'Crime']",98508.0,6.4,,116 min,Seongnan hwangso,418.0,2018
947,,['Thriller'],,5.7,57.0,89 min,Knuckleball,598.0,2018
948,,['Drama'],,7.3,,104 min,Før frosten,223.0,2018
949,,['Thriller'],,6.1,,111 min,Mok-gyeok-ja,262.0,2018
950,R,['Horror'],,2.9,,77 min,Exposure,150.0,2018
951,,['Drama'],,5.6,,86 min,The Griddle House,52.0,2018
952,,"['Drama', 'Musical', 'Romance']",,5.4,74.0,100 min,Been So Long,577.0,2018
953,PG-13,['Drama'],,6.9,92.0,113 min,La enfermedad del domingo,1848.0,2018
954,,['Drama'],,6.8,,107 min,The Etruscan Smile,352.0,2018
955,,['Mystery'],,6.7,64.0,95 min,A Land Imagined,279.0,2018
956,R,['Romance'],100552.0,4.5,65.0,89 min,A Boy. A Girl. A Dream.,211.0,2018
957,,['Drama'],,5.8,,97 min,Marfa Girl 2,92.0,2018
958,Not Rated,"['Action', 'Adventure', 'Crime']",,3.4,,90 min,Alcatraz,203.0,2018
959,,['Drama'],,8.2,,,Radium Girls,23.0,2018
960,Not Rated,"['Drama', 'History', 'Sport']",,7.5,,151 min,Gold,8883.0,2018
961,,['Action'],,5.0,,102 min,Kung Fu League,202.0,2018
962,,"['Comedy', 'Drama']",,6.1,,105 min,Au bout des doigts,227.0,2018
963,,"['Comedy', 'Drama', 'Romance']",,4.8,,90 min,Millennials,6.0,2018
964,,"['Action', 'Thriller', 'War']",,7.4,,80 min,Börü,1333.0,2018
965,Not Rated,"['Animation', 'Comedy']",,8.1,,81 min,Ternet ninja,1070.0,2018
966,G,['Drama'],,7.1,,107 min,Amanda,466.0,2018
967,,['Thriller'],,3.4,,74 min,Between the Trees,45.0,2018
968,,"['Horror', 'Romance']",,7.9,,,Wuthering Heights,12.0,2018
969,,"['Comedy', 'Drama', 'Thriller']",,7.1,,95 min,Cebimdeki Yabanci,2933.0,2018
970,,['Horror'],,4.3,,103 min,Extremity,325.0,2018
971,,"['Animation', 'Adventure', 'Family']",,7.1,,118 min,Penguin Highway,337.0,2018
972,TV-MA,['Sci-Fi'],,5.5,,90 min,The Gateway,3882.0,2018
973,R,"['Action', 'Crime', 'Drama']",,4.9,18.0,90 min,Blood Brother,284.0,2018
974,,"['Action', 'Fantasy']",,5.9,,105 min,Gu jian qi tan zhi liu yue zhao ming,75.0,2018
975,,['Romance'],,6.9,,110 min,Neo-eui kyeol-hoon-sik,764.0,2018
976,TV-PG,"['Drama', 'Romance']",,5.7,,95 min,The Holiday Calendar,5307.0,2018
977,Not Rated,['Drama'],,5.5,60.0,100 min,All These Small Moments,257.0,2018
978,,"['Adventure', 'Crime', 'Thriller']",,4.8,,84 min,Body of Sin,300.0,2018
979,TV-14,"['Drama', 'Horror', 'Thriller']",,4.0,,89 min,Along Came the Devil,800.0,2018
980,,"['Comedy', 'Drama', 'Romance']",,6.1,,105 min,A casa tutti bene,1239.0,2018
981,Not Rated,['Drama'],,6.0,37.0,108 min,Gueule d'ange,476.0,2018
982,,"['Comedy', 'Thriller']",,6.2,,112 min,Kaalakaandi,1752.0,2018
983,,"['Comedy', 'Drama', 'Thriller']",,5.9,,110 min,Ana de día,128.0,2018
984,Not Rated,"['Action', 'Drama']",,8.6,,170 min,Rangasthalam,15051.0,2018
985,TV-MA,"['Drama', 'Horror', 'Mystery']",,6.1,,96 min,Time Share,1356.0,2018
986,Not Rated,"['Action', 'Thriller']",1319579.0,5.1,,137 min,Baaghi 2,7150.0,2018
987,,"['Adventure', 'Sci-Fi']",,2.9,,85 min,Dragon Kingdom,144.0,2018
988,Not Rated,"['Action', 'Drama']",3554187.0,8.0,,173 min,Bharat Ane Nenu,13048.0,2018
989,,"['Horror', 'Mystery', 'Thriller']",,4.8,65.0,86 min,Don't Leave Home,638.0,2018
990,,['Comedy'],,8.0,,135 min,Chi La Sow,356.0,2018
991,TV-MA,"['Action', 'Thriller']",3911218.0,5.3,,95 min,The Assassin's Code,687.0,2018
992,TV-14,['Thriller'],,5.5,,90 min,My Husband's Secret Wife,128.0,2018
993,,"['Comedy', 'Drama', 'Romance']",,7.3,,100 min,Tel Aviv on Fire,212.0,2018
994,Not Rated,"['Biography', 'Drama']",,8.7,,177 min,Mahanati,6621.0,2018
995,Not Rated,"['Drama', 'Mystery', 'Thriller']",,8.4,,94 min,Long Lost,52.0,2018
996,TV-MA,['Drama'],,4.1,,96 min,High Resolution,107.0,2018
997,,['Comedy'],,7.2,,96 min,Old Boys,144.0,2018
998,,"['Crime', 'Romance', 'Thriller']",,6.9,,110 min,According to Mathew,132.0,2018
999,,['Drama'],,6.3,,129 min,Still River,41.0,2018
1000,,"['Comedy', 'Horror']",,5.3,,71 min,Watch If You Dare,437.0,2018
1001,R,['Mystery'],,5.5,,87 min,Cover Versions,429.0,2018
1002,Unrated,"['Drama', 'Mystery', 'Thriller']",,5.1,,81 min,M/M,119.0,2018
1003,,['Drama'],,6.1,,88 min,Mississippi Requiem,23.0,2018
1004,Not Rated,['Drama'],249539.0,6.3,,161 min,Batti Gul Meter Chalu,3766.0,2018
1005,TV-MA,['Drama'],,7.0,,85 min,1/1,1202.0,2018
1006,R,"['Biography', 'Drama']",,7.4,,127 min,Trial by Fire,38.0,2018
1007,TV-14,['Thriller'],,5.6,,90 min,Twin Betrayal,130.0,2018
1008,R,['Action'],,4.7,,90 min,Attrition,348.0,2018
1009,,['Thriller'],,6.0,,81 min,Isabelle,65.0,2018
1010,Not Rated,"['Action', 'Crime', 'Thriller']",,6.2,,98 min,Betrayed,3368.0,2018
1011,,"['Drama', 'Romance', 'War']",,6.2,,135 min,I krig & kærlighed,139.0,2018
1012,,['Comedy'],,6.1,,100 min,Metti la nonna in freezer,884.0,2018
1013,,['Drama'],,8.1,,100 min,Cold Brook,14.0,2018
1014,Not Rated,"['Action', 'Comedy', 'Thriller']",,7.0,,138 min,Blackmail,6373.0,2018
1015,,['Horror'],,3.8,,85 min,Santet,140.0,2018
1016,,['Drama'],,5.7,,91 min,One Last Thing,174.0,2018
1017,,['Drama'],,6.8,,100 min,Ayka,327.0,2018
1018,TV-14,['Thriller'],,4.9,,86 min,Family Vanished,137.0,2018
1019,,['Drama'],,6.4,,140 min,Mulk,11163.0,2018
1020,Unrated,['Drama'],,4.4,,98 min,Driven to Dance,149.0,2018
1021,,['Horror'],,5.1,54.0,77 min,The Ranger,812.0,2018
1022,,['Drama'],222001.0,7.7,,133 min,Seuwingkizeu,477.0,2018
1023,,"['Adventure', 'Comedy', 'Drama']",,7.1,59.0,97 min,Yomeddine,660.0,2018
1024,TV-MA,"['Adventure', 'Drama', 'Mystery']",,6.0,,115 min,El cuaderno de Sara,1744.0,2018
1025,,"['Horror', 'Thriller']",,3.9,,81 min,Killer Night shift,325.0,2018
1026,PG-13,['Drama'],,4.8,,100 min,Tiger,294.0,2018
1027,,['Horror'],,4.1,,82 min,Skeletons in the Closet,127.0,2018
1028,,['Drama'],,6.6,,96 min,Coureur,146.0,2018
1029,Not Rated,['Horror'],,5.0,,80 min,All the Creatures Were Stirring,571.0,2018
1030,Not Rated,"['Comedy', 'Drama', 'Romance']",,4.5,,138 min,Dhadak,7947.0,2018
1031,,['Drama'],,6.4,,102 min,Die Stropers,124.0,2018
1032,Not Rated,"['Comedy', 'Drama']",330279.0,7.5,,116 min,Hichki,6990.0,2018
1033,,"['Drama', 'Music']",,5.4,,99 min,VS.,131.0,2018
1034,Not Rated,['Romance'],6291.0,4.3,42.0,87 min,Under the Eiffel Tower,109.0,2018
1035,,"['Biography', 'Drama']",,8.6,,102 min,The Grizzlies,39.0,2018
1036,,"['Action', 'Comedy']",,3.1,,107 min,Fury of the Fist and the Golden Fleece,137.0,2018
1037,,['Drama'],,6.4,,80 min,Sofia,394.0,2018
1038,,"['Drama', 'Horror', 'Mystery']",,4.4,,100 min,Strange Nature,268.0,2018
1039,,"['Comedy', 'Crime', 'Romance']",,7.8,,90 min,Grace,17.0,2018
1040,,"['Comedy', 'Drama']",,5.9,,127 min,Les estivants,134.0,2018
1041,TV-14,['Thriller'],,5.1,,90 min,The Wrong Friend,142.0,2018
1042,,"['Comedy', 'Drama', 'Sport']",,6.5,,103 min,The Merger,287.0,2018
1043,,"['Drama', 'Romance']",,5.4,,93 min,Fall City,186.0,2018
1044,TV-MA,['Comedy'],,6.2,,104 min,How to Get Over a Breakup,1163.0,2018
1045,,"['Biography', 'Drama', 'History']",,6.5,,94 min,The Maestro,77.0,2018
1046,R,['Drama'],,5.1,,107 min,Duke,146.0,2018
1047,,['Drama'],,6.6,,111 min,Through Black Spruce,38.0,2018
1048,,['Comedy'],,2.7,,127 min,Klassentreffen 1.0,478.0,2018
1049,,"['Drama', 'War']",,6.0,59.0,115 min,Les filles du soleil,573.0,2018
1050,,"['Crime', 'Thriller']",,6.6,,125 min,Gangsta,1857.0,2018
1051,TV-14,"['Drama', 'Music']",,6.4,,105 min,Celeste,27.0,2018
1052,,['Drama'],,7.7,,135 min,Sex Education,30.0,2018
1053,Not Rated,"['Action', 'Crime', 'Thriller']",,5.7,,140 min,Satyameva Jayate,4954.0,2018
1054,Not Rated,"['Fantasy', 'Horror', 'Mystery']",,6.6,,136 min,Pari,4346.0,2018
1055,,['Romance'],,7.1,,130 min,Neevevaro,206.0,2018
1056,,"['Action', 'Comedy']",,7.3,,100 min,El Badla,404.0,2018
1057,,['Drama'],,7.1,,107 min,Petra,453.0,2018
1058,Not Rated,"['Horror', 'Sci-Fi', 'Thriller']",,4.3,,87 min,Patient 001,57.0,2018
1059,,"['Drama', 'Music']",,7.9,,131 min,Sarvam Thaala Mayam,579.0,2018
1060,PG-13,['Drama'],,6.9,,103 min,Liteul poreseuteu,791.0,2018
1061,,"['Drama', 'Romance']",,7.2,,119 min,Only You,36.0,2018
1062,TV-MA,"['Comedy', 'Fantasy', 'Horror']",,5.6,,87 min,Living Among Us,1695.0,2018
1063,,['Comedy'],,3.4,,92 min,Allá en el Rancho,80.0,2018
1064,,"['Action', 'Adventure', 'Drama']",,2.0,,96 min,Babes with Blades,183.0,2018
1065,TV-MA,['Thriller'],,4.4,,86 min,Winter Ridge,669.0,2018
1066,,['Thriller'],,5.3,,102 min,The Guardian Angel,307.0,2018
1067,PG-13,"['Biography', 'Drama', 'Sport']",390077.0,7.4,,131 min,Soorma,3416.0,2018
1068,PG-13,"['Drama', 'Thriller']",251917.0,7.0,,89 min,Canal Street,69.0,2018
1069,,['Drama'],,7.0,,90 min,Two for Joy,60.0,2018
1070,Unrated,"['Drama', 'Family', 'Sport']",,4.7,,93 min,Going for Gold,261.0,2018
1071,TV-14,['Comedy'],,3.6,,94 min,Mi pequeño gran hombre,77.0,2018
1072,TV-14,"['Comedy', 'Drama', 'Romance']",,5.9,,91 min,Andover,3480.0,2018
1073,,['Drama'],,6.2,,94 min,La dernière folie de Claire Darling,89.0,2018
1074,Not Rated,"['Comedy', 'Horror']",,4.2,,90 min,American Nightmares,286.0,2018
1075,Not Rated,"['Action', 'Drama', 'Fantasy']",,6.2,,105 min,Skif,1451.0,2018
1076,,['Drama'],,4.2,,83 min,Painkillers,135.0,2018
1077,Not Rated,"['Action', 'Comedy']",,5.6,,143 min,Maari 2,1250.0,2018
1078,,['Thriller'],,6.0,,90 min,Killer Under the Bed,158.0,2018
1079,,"['Drama', 'Thriller']",,8.4,,138 min,Joseph,1040.0,2018
1080,,"['Crime', 'Drama']",,6.7,,91 min,Friday's Child,140.0,2018
1081,,"['Comedy', 'Crime', 'Horror']",,7.8,,86 min,Polterheist,81.0,2018
1082,TV-MA,['Comedy'],,5.8,,90 min,La tribu,1359.0,2018
1083,,"['Action', 'Comedy', 'Crime']",,4.7,,101 min,Ou Zhou gong lue,243.0,2018
1084,Not Rated,['Western'],,4.6,,110 min,Any Bullet Will Do,184.0,2018
1085,,['Thriller'],,5.6,,,El desentierro,65.0,2018
1086,,"['Drama', 'Romance']",,4.6,38.0,100 min,Eva,603.0,2018
1087,R,['Comedy'],,6.7,63.0,97 min,Perfectos desconocidos,594.0,2018
1088,,"['Drama', 'Fantasy']",,4.4,,97 min,Jessica Forever,367.0,2018
1089,,"['Biography', 'Drama', 'Music']",,8.2,,136 min,Müslüm,7888.0,2018
1090,TV-14,['Thriller'],,5.3,,84 min,A Friend's Obsession,169.0,2018
1091,R,['Drama'],,4.9,28.0,90 min,The Aspern Papers,143.0,2018
1092,,"['Crime', 'Drama']",,6.2,,,Mordene i Kongo,423.0,2018
1093,,['Drama'],,7.3,,96 min,Ága,444.0,2018
1094,,['Thriller'],,6.7,,101 min,The Vanished,389.0,2018
1095,,['Fantasy'],,3.6,,90 min,The Dwarves of Demrel,121.0,2018
1096,TV-14,['Drama'],,6.9,77.0,95 min,Andið eðlilega,1019.0,2018
1097,,"['Drama', 'Romance']",,7.8,,106 min,Ricordi?,129.0,2018
1098,Not Rated,"['Animation', 'Adventure', 'Comedy']",,7.5,,90 min,Shrek Retold,639.0,2018
1099,,"['Comedy', 'Drama']",,2.3,,118 min,Welcome to New York,335.0,2018
1100,TV-14,['Comedy'],,5.0,,97 min,An Actor Prepares,345.0,2018
1101,,['Drama'],,8.9,,105 min,Jelita Sejuba: Mencintai Kesatria Negara,202.0,2018
1102,TV-PG,['Comedy'],,3.9,,85 min,How to Train Your Husband or (How to Pick Your Second Husband First),172.0,2018
1103,,['Drama'],,6.6,,112 min,X&Y,143.0,2018
1104,TV-MA,['Comedy'],,3.6,,94 min,Loca Por El Trabajo,121.0,2018
1105,TV-MA,['Comedy'],,6.0,45.0,100 min,The Laws of Thermodynamics,1749.0,2018
1106,R,"['Horror', 'Thriller']",,3.8,,93 min,The Executioners,408.0,2018
1107,,"['Comedy', 'Family']",,6.0,,88 min,Amanda and the Fox,46.0,2018
1108,Not Rated,['Drama'],,5.7,73.0,74 min,Pass Over,504.0,2018
1109,TV-MA,['Thriller'],,4.7,,84 min,Boyne Falls,78.0,2018
1110,,['Drama'],,7.4,,95 min,Posledice,200.0,2018
1111,Not Rated,"['Drama', 'Romance']",,6.6,62.0,119 min,Netemo sametemo,721.0,2018
1112,,"['Comedy', 'Drama', 'Romance']",104079.0,1.6,,141 min,Namaste England,1978.0,2018
1113,Not Rated,"['Crime', 'Drama']",42812.0,3.8,,91 min,First We Take Brooklyn,360.0,2018
1114,,['Drama'],,6.7,,125 min,Wintermärchen,93.0,2018
1115,,['Comedy'],,6.9,,81 min,Electric Love,94.0,2018
1116,PG-13,"['Drama', 'Fantasy', 'Romance']",,7.5,,132 min,Jigeum Mannareo Gabmida,1960.0,2018
1117,,['Drama'],,7.0,74.0,110 min,Donbass,1432.0,2018
1118,,"['Drama', 'Fantasy', 'Musical']",,8.3,,808 min,La flor,76.0,2018
1119,,['Drama'],,8.6,,,Honor Amongst Men,8.0,2018
1120,G,"['Adventure', 'Family']",,5.9,,85 min,Pistachio,85.0,2018
1121,,['Drama'],,5.9,,100 min,Holy Lands,38.0,2018
1122,PG,"['Animation', 'Family']",,5.2,38.0,89 min,Elliot the Littlest Reindeer,255.0,2018
1123,,['Comedy'],,5.8,,95 min,Larguées,490.0,2018
1124,TV-14,['Thriller'],,5.8,,,'He's Watching',93.0,2018
1125,Not Rated,"['Crime', 'Drama', 'Thriller']",,3.4,,131 min,Hate Story IV,1112.0,2018
1126,,['Horror'],,,,86 min,Camp Cold Brook,,2018
1127,Not Rated,"['Crime', 'Drama']",,6.7,,110 min,Dark Figure of Crime,581.0,2018
1128,,"['Comedy', 'Drama']",,7.4,,140 min,I Do Not Care If We Go Down in History as Barbarians,512.0,2018
1129,,['Drama'],11908.0,7.3,,107 min,Un Traductor,98.0,2018
1130,,"['Comedy', 'Horror']",,3.5,,98 min,Hell's Kitty,114.0,2018
1131,,['Drama'],,6.4,,85 min,José,111.0,2018
1132,Not Rated,['Western'],,4.4,,86 min,A Fistful of Lead,101.0,2018
1133,,"['Action', 'Adventure']",285795.0,5.7,,100 min,Huang jin xiong di,452.0,2018
1134,,"['Fantasy', 'Romance']",,6.0,,93 min,Nakee 2,203.0,2018
1135,,"['Drama', 'Fantasy', 'Thriller']",,7.7,,132 min,Homestay,605.0,2018
1136,,"['Adventure', 'Family']",,7.2,,86 min,Aïlo: Une odyssée en Laponie,112.0,2018
1137,,"['Action', 'Comedy', 'Sci-Fi']",,5.3,,108 min,Superlópez,749.0,2018
1138,PG-13,['Drama'],11087.0,8.3,,92 min,The Samuel Project,73.0,2018
1139,,"['Action', 'Crime', 'Drama']",,6.5,,137 min,Xie bu ya zheng,920.0,2018
1140,TV-14,"['Comedy', 'Horror']",,4.7,,105 min,Kuntilanak,312.0,2018
1141,,"['Animation', 'Adventure', 'Comedy']",1626.0,4.8,,97 min,A Wizard's Tale,396.0,2018
1142,Not Rated,['Sci-Fi'],,5.8,,79 min,Time Jumpers,543.0,2018
1143,TV-MA,"['Crime', 'Drama']",,5.3,,108 min,Pickpockets: Maestros del robo,724.0,2018
1144,PG-13,['Drama'],1207813.0,5.6,,108 min,Beautifully Broken,240.0,2018
1145,,"['Comedy', 'Thriller']",,6.5,,102 min,Brothers' Nest,725.0,2018
1146,,"['Drama', 'Horror']",,6.7,,88 min,Wilkolak,65.0,2018
1147,TV-14,['Thriller'],,5.6,,87 min,The Wrong Son,246.0,2018
1148,,"['Comedy', 'Romance']",,6.9,,94 min,El Fantasma de mi Novia,122.0,2018
1149,Not Rated,['Drama'],497755.0,7.2,69.0,137 min,Gongjak,1120.0,2018
1150,Not Rated,['War'],,3.3,,91 min,Alone We Fight,206.0,2018
1151,TV-MA,['Comedy'],,5.5,,91 min,Spivak,401.0,2018
1152,,['Sci-Fi'],,3.4,,97 min,Fighting the Sky,138.0,2018
1153,,"['Action', 'Comedy', 'Crime']",,5.8,,103 min,Asphaltgorillas,281.0,2018
1154,Not Rated,"['Horror', 'Mystery', 'Thriller']",,3.6,,79 min,The Rake,414.0,2018
1155,,['Drama'],,6.2,,98 min,Nome di donna,154.0,2018
1156,,['Drama'],,5.5,,96 min,Obey,293.0,2018
1157,,"['Comedy', 'Romance']",,5.5,,100 min,4N1K 2,277.0,2018
1158,,"['Action', 'Biography', 'History']",,7.0,,155 min,Goyo: The Boy General,436.0,2018
1159,,"['Action', 'Crime', 'Drama']",,4.5,,140 min,Saheb Biwi Aur Gangster 3,568.0,2018
1160,,"['Drama', 'Thriller']",,6.6,,91 min,Pihu,679.0,2018
1161,R,['Drama'],,6.2,,107 min,Papa,20.0,2018
1162,,"['Comedy', 'Drama']",,6.9,,105 min,Rémi sans famille,154.0,2018
1163,Not Rated,"['Adventure', 'Drama']",2211.0,5.2,24.0,97 min,American Dresser,181.0,2018
1164,Not Rated,['Drama'],,6.5,,87 min,Anywhere With You,147.0,2018
1165,,"['Comedy', 'Drama']",,6.5,70.0,91 min,Twarz,1265.0,2018
1166,Not Rated,['Comedy'],,6.8,,73 min,Au poste!,1681.0,2018
1167,,"['Action', 'War']",,3.7,,85 min,Wunderland,585.0,2018
1168,Not Rated,['Drama'],,7.2,,92 min,Runnin' from My Roots,24.0,2018
1169,,['Drama'],,7.5,,133 min,Kler,2304.0,2018
1170,R,"['Action', 'Comedy', 'Horror']",,3.1,,93 min,The Ninth Passenger,488.0,2018
1171,,"['Drama', 'Romance']",,7.8,,140 min,Laila Majnu,1332.0,2018
1172,,"['Horror', 'Thriller']",,3.4,,85 min,Alpha Wolf,189.0,2018
1173,,['Thriller'],,6.6,,100 min,70 Binladens,93.0,2018
1174,,"['Comedy', 'Drama']",,6.0,,103 min,I Feel Good,521.0,2018
1175,Not Rated,"['Horror', 'Thriller']",,5.3,,100 min,Killers Within,136.0,2018
1176,Not Rated,"['Horror', 'Music', 'Sci-Fi']",,3.7,,92 min,High Voltage,172.0,2018
1177,,['Action'],,5.2,,92 min,The Immortal Wars,531.0,2018
1178,R,"['Action', 'Comedy', 'Mystery']",1983984.0,6.1,48.0,121 min,Tang ren jie tan an 2,1202.0,2018
1179,,"['Crime', 'Horror', 'Thriller']",,6.8,,81 min,Daddy's Girl,30.0,2018
1180,Unrated,"['Action', 'Adventure', 'Sci-Fi']",,1.7,,86 min,Atlantic Rim: Resurrection,573.0,2018
